Tempo(s),Setpoint_RPM,RPM_Bruto,RPM_Filtrado,Erro,PWM_Saida(%)
19.7650,204.00,205.13,201.71,2.29,38.08
19.7700,204.00,205.13,201.65,2.35,38.22
19.7750,204.00,205.13,201.90,2.10,38.11
19.7800,204.00,179.49,201.80,2.20,38.27
19.7850,204.00,205.13,200.97,3.03,39.05
19.7900,204.00,205.13,200.26,3.74,39.80
19.7950,204.00,205.13,200.19,3.81,40.04
19.8000,204.00,205.13,200.55,3.45,39.94
19.8050,204.00,205.13,201.14,2.86,39.60
19.8100,204.00,205.13,201.85,2.15,39.13
19.8150,204.00,205.13,202.56,1.44,38.60
19.8200,204.00,205.13,203.22,0.78,38.06
19.8250,204.00,205.13,203.80,0.20,37.55
19.8300,204.00,179.49,203.77,0.23,37.52
19.8350,204.00,205.13,202.82,1.18,38.27
19.8400,204.00,205.13,201.89,2.11,39.07
19.8450,204.00,205.13,201.55,2.45,39.43
19.8500,204.00,205.13,201.62,2.38,39.47
19.8550,204.00,205.13,201.94,2.06,39.29
19.8600,204.00,205.13,202.41,1.59,38.96
19.8650,204.00,205.13,202.93,1.07,38.56
19.8700,204.00,205.13,203.43,0.57,38.13
19.8750,204.00,205.13,203.90,0.10,37.70
19.8800,204.00,205.13,204.29,-0.29,37.29
19.8850,204.00,205.13,204.61,-0.61,36.93
19.8900,204.00,205.13,204.86,-0.86,36.60
19.8950,204.00,205.13,205.04,-1.04,36.31
19.9000,204.00,205.13,205.16,-1.16,36.06
19.9050,204.00,179.49,204.72,-0.72,36.27
19.9100,204.00,205.13,203.44,0.56,37.24
19.9150,204.00,205.13,202.24,1.76,38.22
19.9200,204.00,205.13,201.71,2.29,38.73
19.9250,204.00,205.13,201.64,2.36,38.88
19.9300,204.00,205.13,201.87,2.13,38.77
19.9350,204.00,205.13,202.28,1.72,38.50
19.9400,204.00,205.13,202.78,1.22,38.12
19.9450,204.00,205.13,203.28,0.72,37.71
19.9500,204.00,205.13,203.75,0.25,37.28
19.9550,204.00,205.13,204.17,-0.17,36.87
19.9600,204.00,205.13,204.51,-0.51,36.50
19.9650,204.00,205.13,204.78,-0.78,36.16
19.9700,204.00,205.13,204.98,-0.98,35.86
19.9750,204.00,205.13,205.12,-1.12,35.60
19.9800,204.00,205.13,205.21,-1.21,35.37
19.9850,204.00,205.13,205.26,-1.26,35.17
19.9900,204.00,205.13,205.29,-1.29,34.98
19.9950,204.00,205.13,205.29,-1.29,34.82
20.0000,204.00,205.13,205.28,-1.28,34.67
20.0050,204.00,179.49,204.74,-0.74,34.96
20.0100,204.00,205.13,203.40,0.60,35.98
20.0150,204.00,205.13,202.16,1.84,37.00
20.0200,204.00,205.13,201.61,2.39,37.53
20.0250,204.00,205.13,201.54,2.46,37.69
20.0300,204.00,205.13,201.78,2.22,37.59
20.0350,204.00,179.49,201.69,2.31,37.75
20.0400,204.00,205.13,200.87,3.13,38.53
20.0450,204.00,205.13,200.18,3.82,39.27
20.0500,204.00,205.13,200.13,3.87,39.51
20.0550,204.00,205.13,200.50,3.50,39.39
20.0600,204.00,205.13,201.11,2.89,39.05
20.0650,204.00,205.13,201.83,2.17,38.57
20.0700,204.00,205.13,202.55,1.45,38.04
20.0750,204.00,205.13,203.22,0.78,37.50
20.0800,204.00,179.49,203.29,0.71,37.42
20.0850,204.00,205.13,202.45,1.55,38.11
20.0900,204.00,205.13,201.61,2.39,38.85
20.0950,204.00,205.13,201.36,2.64,39.17
20.1000,204.00,205.13,201.50,2.50,39.16
20.1050,204.00,205.13,201.88,2.12,38.94
20.1100,204.00,205.13,202.38,1.62,38.58
20.1150,204.00,205.13,202.93,1.07,38.16
20.1200,204.00,205.13,203.45,0.55,37.71
20.1250,204.00,205.13,203.93,0.07,37.28
20.1300,204.00,179.49,203.81,0.19,37.31
20.1350,204.00,205.13,202.81,1.19,38.09
20.1400,204.00,205.13,201.84,2.16,38.93
20.1450,204.00,205.13,201.49,2.51,39.31
20.1500,204.00,205.13,201.55,2.45,39.36
20.1550,204.00,205.13,201.88,2.12,39.18
20.1600,204.00,205.13,202.35,1.65,38.85
20.1650,204.00,205.13,202.87,1.13,38.45
20.1700,204.00,205.13,203.39,0.61,38.01
20.1750,204.00,205.13,203.86,0.14,37.58
20.1800,204.00,205.13,204.27,-0.27,37.17
20.1850,204.00,205.13,204.60,-0.60,36.80
20.1900,204.00,205.13,204.85,-0.85,36.46
20.1950,204.00,205.13,205.03,-1.03,36.17
20.2000,204.00,179.49,204.65,-0.65,36.36
20.2050,204.00,205.13,203.41,0.59,37.29
20.2100,204.00,205.13,202.23,1.77,38.26
20.2150,204.00,205.13,201.71,2.29,38.75
20.2200,204.00,205.13,201.66,2.34,38.89
20.2250,204.00,205.13,201.90,2.10,38.77
20.2300,204.00,205.13,202.31,1.69,38.49
20.2350,204.00,205.13,202.80,1.20,38.12
20.2400,204.00,205.13,203.31,0.69,37.70
20.2450,204.00,205.13,203.77,0.23,37.28
20.2500,204.00,205.13,204.18,-0.18,36.87
20.2550,204.00,205.13,204.52,-0.52,36.50
20.2600,204.00,205.13,204.79,-0.79,36.16
20.2650,204.00,205.13,204.99,-0.99,35.87
20.2700,204.00,205.13,205.12,-1.12,35.61
20.2750,204.00,205.13,205.21,-1.21,35.38
20.2800,204.00,205.13,205.26,-1.26,35.18
20.2850,204.00,179.49,204.77,-0.77,35.43
20.2900,204.00,205.13,203.45,0.55,36.43
20.2950,204.00,205.13,202.23,1.77,37.44
20.3000,204.00,205.13,201.67,2.33,37.96
20.3050,204.00,205.13,201.60,2.40,38.12
20.3100,204.00,205.13,201.83,2.17,38.01
20.3150,204.00,205.13,202.25,1.75,37.74
20.3200,204.00,205.13,202.74,1.26,37.37
20.3250,204.00,205.13,203.25,0.75,36.95
20.3300,204.00,205.13,203.73,0.27,36.53
20.3350,204.00,205.13,204.15,-0.15,36.12
20.3400,204.00,205.13,204.50,-0.50,35.74
20.3450,204.00,179.49,204.26,-0.26,35.84
20.3500,204.00,205.13,203.14,0.86,36.69
20.3550,204.00,205.13,202.07,1.93,37.59
20.3600,204.00,205.13,201.63,2.37,38.03
20.3650,204.00,205.13,201.63,2.37,38.13
20.3700,204.00,205.13,201.91,2.09,37.98
20.3750,204.00,179.49,201.83,2.17,38.12
20.3800,204.00,205.13,201.02,2.98,38.90
20.3850,204.00,205.13,200.31,3.69,39.64
20.3900,204.00,205.13,200.24,3.76,39.88
20.3950,204.00,205.13,200.59,3.41,39.77
20.4000,204.00,205.13,201.18,2.82,39.44
20.4050,204.00,205.13,201.88,2.12,38.97
20.4100,204.00,205.13,202.58,1.42,38.45
20.4150,204.00,179.49,202.73,1.27,38.35
20.4200,204.00,205.13,201.98,2.02,39.00
20.4250,204.00,205.13,201.24,2.76,39.70
20.4300,204.00,205.13,201.08,2.92,39.96
20.4350,204.00,205.13,201.30,2.70,39.90
20.4400,204.00,205.13,201.75,2.25,39.63
20.4450,204.00,205.13,202.31,1.69,39.24
20.4500,204.00,205.13,202.89,1.11,38.79
20.4550,204.00,205.13,203.45,0.55,38.32
20.4600,204.00,205.13,203.94,0.06,37.86
20.4650,204.00,205.13,204.35,-0.35,37.44
20.4700,204.00,179.49,204.16,-0.16,37.50
20.4750,204.00,205.13,203.09,0.91,38.33
20.4800,204.00,205.13,202.05,1.95,39.20
20.4850,204.00,205.13,201.63,2.37,39.62
20.4900,204.00,205.13,201.64,2.36,39.70
20.4950,204.00,205.13,201.93,2.07,39.55
20.5000,204.00,205.13,202.37,1.63,39.24
20.5050,204.00,205.13,202.88,1.12,38.85
20.5100,204.00,205.13,203.38,0.62,38.43
20.5150,204.00,205.13,203.84,0.16,38.00
20.5200,204.00,205.13,204.25,-0.25,37.60
20.5250,204.00,205.13,204.57,-0.57,37.22
20.5300,204.00,205.13,204.83,-0.83,36.89
20.5350,204.00,205.13,205.02,-1.02,36.60
20.5400,204.00,205.13,205.15,-1.15,36.34
20.5450,204.00,205.13,205.23,-1.23,36.12
20.5500,204.00,205.13,205.27,-1.27,35.92
20.5550,204.00,205.13,205.29,-1.29,35.74
20.5600,204.00,205.13,205.29,-1.29,35.58
20.5650,204.00,205.13,205.27,-1.27,35.43
20.5700,204.00,205.13,205.25,-1.25,35.28
20.5750,204.00,205.13,205.23,-1.23,35.14
20.5800,204.00,205.13,205.21,-1.21,35.00
20.5850,204.00,205.13,205.18,-1.18,34.86
20.5900,204.00,205.13,205.17,-1.17,34.72
20.5950,204.00,205.13,205.15,-1.15,34.58
20.6000,204.00,205.13,205.14,-1.14,34.44
20.6050,204.00,205.13,205.13,-1.13,34.29
20.6100,204.00,205.13,205.13,-1.13,34.15
20.6150,204.00,179.49,204.61,-0.61,34.44
20.6200,204.00,205.13,203.29,0.71,35.45
20.6250,204.00,205.13,202.07,1.93,36.46
20.6300,204.00,205.13,201.54,2.46,36.98
20.6350,204.00,205.13,201.49,2.51,37.13
20.6400,204.00,179.49,201.23,2.77,37.45
20.6450,204.00,205.13,200.35,3.65,38.33
20.6500,204.00,205.13,199.65,4.35,39.11
20.6550,204.00,205.13,199.65,4.35,39.35
20.6600,204.00,205.13,200.08,3.92,39.21
20.6650,204.00,179.49,200.25,3.75,39.27
20.6700,204.00,205.13,199.72,4.28,39.92
20.6750,204.00,205.13,199.30,4.70,40.50
20.6800,204.00,205.13,199.50,4.50,40.59
20.6850,204.00,205.13,200.08,3.92,40.34
20.6900,204.00,205.13,200.86,3.14,39.88
20.6950,204.00,179.49,201.18,2.82,39.75
20.7000,204.00,205.13,200.68,3.32,40.30
20.7050,204.00,205.13,200.20,3.80,40.87
20.7100,204.00,205.13,200.29,3.71,40.99
20.7150,204.00,205.13,200.73,3.27,40.80
20.7200,204.00,205.13,201.37,2.63,40.41
20.7250,204.00,205.13,202.08,1.92,39.91
20.7300,204.00,205.13,202.78,1.22,39.38
20.7350,204.00,205.13,203.42,0.58,38.84
20.7400,204.00,205.13,203.97,0.03,38.34
20.7450,204.00,205.13,204.41,-0.41,37.89
20.7500,204.00,205.13,204.75,-0.75,37.50
20.7550,204.00,205.13,205.00,-1.00,37.15
20.7600,204.00,205.13,205.17,-1.17,36.86
20.7650,204.00,205.13,205.28,-1.28,36.62
20.7700,204.00,205.13,205.33,-1.33,36.40
20.7750,204.00,205.13,205.35,-1.35,36.22
20.7800,204.00,179.49,204.83,-0.83,36.49
20.7850,204.00,205.13,203.49,0.51,37.50
20.7900,204.00,205.13,202.25,1.75,38.51
20.7950,204.00,205.13,201.68,2.32,39.04
20.8000,204.00,205.13,201.60,2.40,39.21
20.8050,204.00,205.13,201.83,2.17,39.11
20.8100,204.00,205.13,202.24,1.76,38.84
20.8150,204.00,205.13,202.73,1.27,38.46
20.8200,204.00,205.13,203.24,0.76,38.04
20.8250,204.00,205.13,203.72,0.28,37.62
20.8300,204.00,205.13,204.14,-0.14,37.20
20.8350,204.00,205.13,204.49,-0.49,36.82
20.8400,204.00,205.13,204.77,-0.77,36.48
20.8450,204.00,205.13,204.97,-0.97,36.18
20.8500,204.00,205.13,205.12,-1.12,35.91
20.8550,204.00,205.13,205.21,-1.21,35.68
20.8600,204.00,205.13,205.26,-1.26,35.48
20.8650,204.00,205.13,205.29,-1.29,35.29
20.8700,204.00,205.13,205.29,-1.29,35.13
20.8750,204.00,205.13,205.28,-1.28,34.98
20.8800,204.00,205.13,205.26,-1.26,34.83
20.8850,204.00,205.13,205.24,-1.24,34.69
20.8900,204.00,179.49,204.70,-0.70,34.99
20.8950,204.00,205.13,203.36,0.64,36.01
20.9000,204.00,205.13,202.12,1.88,37.03
20.9050,204.00,205.13,201.58,2.42,37.56
20.9100,204.00,205.13,201.51,2.49,37.71
20.9150,204.00,205.13,201.76,2.24,37.61
20.9200,204.00,205.13,202.19,1.81,37.33
20.9250,204.00,179.49,202.18,1.82,37.39
20.9300,204.00,205.13,201.39,2.61,38.12
20.9350,204.00,205.13,200.66,3.34,38.85
20.9400,204.00,205.13,200.56,3.44,39.10
20.9450,204.00,205.13,200.86,3.14,39.02
20.9500,204.00,205.13,201.39,2.61,38.71
20.9550,204.00,205.13,202.04,1.96,38.27
20.9600,204.00,179.49,202.18,1.82,38.22
20.9650,204.00,205.13,201.48,2.52,38.87
20.9700,204.00,205.13,200.81,3.19,39.54
20.9750,204.00,205.13,200.73,3.27,39.76
20.9800,204.00,205.13,201.03,2.97,39.66
20.9850,204.00,205.13,201.55,2.45,39.35
20.9900,204.00,205.13,202.17,1.83,38.92
20.9950,204.00,205.13,202.81,1.19,38.44
21.0000,204.00,205.13,203.40,0.60,37.94
21.0050,238.00,205.13,203.92,34.08,66.37
21.0100,238.00,205.13,204.35,33.65,68.33
21.0150,238.00,205.13,204.69,33.31,70.33
21.0200,238.00,205.13,204.94,33.06,72.38
21.0250,238.00,205.13,205.12,32.88,74.48
21.0300,238.00,230.77,205.75,32.25,76.17
21.0350,238.00,230.77,207.65,30.35,76.73
21.0400,238.00,230.77,210.72,27.28,76.15
21.0450,238.00,230.77,214.30,23.70,74.92
21.0500,238.00,230.77,217.92,20.08,73.41
21.0550,238.00,256.41,221.79,16.21,71.42
21.0600,238.00,230.77,226.03,11.97,68.85
21.0650,238.00,256.41,230.15,7.85,66.07
21.0700,238.00,256.41,234.39,3.61,62.90
21.0750,238.00,256.41,238.88,-0.88,59.22
21.0800,238.00,230.77,242.65,-4.65,55.83
21.0850,238.00,256.41,245.15,-7.15,53.27
21.0900,238.00,256.41,247.14,-9.14,50.95
21.0950,238.00,256.41,249.16,-11.16,48.47
21.1000,238.00,256.41,251.04,-13.04,45.97
21.1050,238.00,256.41,252.67,-14.67,43.55
21.1100,238.00,256.41,254.02,-16.02,41.26
21.1150,238.00,256.41,255.08,-17.08,39.12
21.1200,238.00,256.41,255.87,-17.87,37.14
21.1250,238.00,230.77,255.90,-17.90,35.75
21.1300,238.00,256.41,254.93,-16.93,35.21
21.1350,238.00,256.41,253.91,-15.91,34.78
21.1400,238.00,256.41,253.46,-15.46,33.94
21.1450,238.00,230.77,252.89,-14.89,33.24
21.1500,238.00,256.41,251.78,-13.78,33.04
21.1550,238.00,230.77,250.41,-12.41,33.15
21.1600,238.00,256.41,248.98,-10.98,33.40
21.1650,238.00,256.41,248.15,-10.15,33.25
21.1700,238.00,230.77,247.76,-9.76,32.78
21.1750,238.00,230.77,246.67,-8.67,32.94
21.1800,238.00,256.41,245.20,-7.20,33.49
21.1850,238.00,230.77,244.13,-6.13,33.82
21.1900,238.00,230.77,242.89,-4.89,34.36
21.1950,238.00,256.41,241.63,-3.63,35.01
21.2000,238.00,230.77,240.98,-2.98,35.23
21.2050,238.00,230.77,240.26,-2.26,35.56
21.2100,238.00,230.77,239.03,-1.03,36.36
21.2150,238.00,230.77,237.59,0.41,37.45
21.2200,238.00,230.77,236.11,1.89,38.66
21.2250,238.00,230.77,234.73,3.27,39.89
21.2300,238.00,230.77,233.53,4.47,41.07
21.2350,238.00,230.77,232.54,5.46,42.15
21.2400,238.00,230.77,231.76,6.24,43.12
21.2450,238.00,230.77,231.18,6.82,43.98
21.2500,238.00,230.77,230.78,7.22,44.73
21.2550,238.00,230.77,230.52,7.48,45.38
21.2600,238.00,256.41,230.89,7.11,45.51
21.2650,238.00,205.13,231.63,6.37,45.31
21.2700,238.00,256.41,232.03,5.97,45.33
21.2750,238.00,230.77,232.71,5.29,45.10
21.2800,238.00,230.77,233.50,4.50,44.72
21.2850,238.00,230.77,233.79,4.21,44.71
21.2900,238.00,230.77,233.73,4.27,44.97
21.2950,238.00,230.77,233.46,4.54,45.42
21.3000,238.00,230.77,233.06,4.94,45.99
21.3050,238.00,230.77,232.63,5.37,46.63
21.3100,238.00,230.77,232.20,5.80,47.29
21.3150,238.00,230.77,231.81,6.19,47.94
21.3200,238.00,230.77,231.48,6.52,48.58
21.3250,238.00,256.41,231.72,6.28,48.74
21.3300,238.00,230.77,232.83,5.17,48.16
21.3350,238.00,230.77,233.89,4.11,47.53
21.3400,238.00,230.77,234.32,3.68,47.37
21.3450,238.00,230.77,234.31,3.69,47.55
21.3500,238.00,256.41,234.54,3.46,47.53
21.3550,238.00,230.77,235.41,2.59,46.94
21.3600,238.00,230.77,236.11,1.89,46.44
21.3650,238.00,256.41,236.64,1.36,46.03
21.3700,238.00,230.77,237.55,0.45,45.27
21.3750,238.00,230.77,238.09,-0.09,44.74
21.3800,238.00,230.77,237.86,0.14,44.85
21.3850,238.00,256.41,237.65,0.35,44.94
21.3900,238.00,230.77,238.00,0.00,44.58
21.3950,238.00,230.77,238.15,-0.15,44.36
21.4000,238.00,256.41,238.17,-0.17,44.25
21.4050,238.00,230.77,238.62,-0.62,43.76
21.4100,238.00,230.77,238.79,-0.79,43.48
21.4150,238.00,230.77,238.26,-0.26,43.79
21.4200,238.00,256.41,237.83,0.17,44.05
21.4250,238.00,230.77,238.02,-0.02,43.82
21.4300,238.00,230.77,238.07,-0.07,43.68
21.4350,238.00,230.77,237.52,0.48,44.06
21.4400,238.00,256.41,237.14,0.86,44.33
21.4450,238.00,230.77,237.41,0.59,44.07
21.4500,238.00,230.77,237.57,0.43,43.89
21.4550,238.00,230.77,237.12,0.88,44.22
21.4600,238.00,256.41,236.84,1.16,44.43
21.4650,238.00,230.77,237.20,0.80,44.12
21.4700,238.00,230.77,237.43,0.57,43.89
21.4750,238.00,230.77,237.05,0.95,44.17
21.4800,238.00,230.77,236.29,1.71,44.79
21.4850,238.00,256.41,235.88,2.12,45.18
21.4900,238.00,230.77,236.24,1.76,44.94
21.4950,238.00,230.77,236.54,1.46,44.72
21.5000,238.00,256.41,236.79,1.21,44.52
21.5050,238.00,230.77,237.49,0.51,43.92
21.5100,238.00,230.77,237.92,0.08,43.51
21.5150,238.00,230.77,237.62,0.38,43.68
21.5200,238.00,230.77,236.87,1.13,44.26
21.5250,238.00,256.41,236.42,1.58,44.63
21.5300,238.00,230.77,236.71,1.29,44.41
21.5350,238.00,230.77,236.93,1.07,44.23
21.5400,238.00,230.77,236.58,1.42,44.52
21.5450,238.00,230.77,235.88,2.12,45.12
21.5500,238.00,256.41,235.54,2.46,45.47
21.5550,238.00,230.77,235.97,2.03,45.20
21.5600,238.00,230.77,236.34,1.66,44.94
21.5650,238.00,230.77,236.13,1.87,45.14
21.5700,238.00,230.77,235.57,2.43,45.67
21.5750,238.00,256.41,235.34,2.66,45.95
21.5800,238.00,230.77,235.85,2.15,45.62
21.5850,238.00,230.77,236.29,1.71,45.31
21.5900,238.00,256.41,236.64,1.36,45.04
21.5950,238.00,230.77,237.42,0.58,44.39
21.6000,238.00,230.77,237.90,0.10,43.93
21.6050,238.00,230.77,237.64,0.36,44.07
21.6100,238.00,256.41,237.44,0.56,44.18
21.6150,238.00,230.77,237.80,0.20,43.83
21.6200,238.00,230.77,237.98,0.02,43.60
21.6250,238.00,230.77,237.52,0.48,43.91
21.6300,238.00,256.41,237.19,0.81,44.13
21.6350,238.00,230.77,237.50,0.50,43.84
21.6400,238.00,230.77,237.67,0.33,43.64
21.6450,238.00,256.41,237.74,0.26,43.52
21.6500,238.00,230.77,238.26,-0.26,43.01
21.6550,238.00,230.77,238.50,-0.50,42.70
21.6600,238.00,230.77,238.03,-0.03,42.97
21.6650,238.00,230.77,237.15,0.85,43.64
21.6700,238.00,256.41,236.59,1.41,44.09
21.6750,238.00,230.77,236.79,1.21,43.93
21.6800,238.00,230.77,236.95,1.05,43.79
21.6850,238.00,256.41,237.07,0.93,43.68
21.6900,238.00,230.77,237.67,0.33,43.15
21.6950,238.00,230.77,238.02,-0.02,42.79
21.7000,238.00,230.77,237.66,0.34,43.01
21.7050,238.00,230.77,236.87,1.13,43.62
21.7100,238.00,256.41,236.40,1.60,44.02
21.7150,238.00,230.77,236.67,1.33,43.81
21.7200,238.00,230.77,236.88,1.12,43.64
21.7250,238.00,230.77,236.53,1.47,43.93
21.7300,238.00,230.77,235.84,2.16,44.54
21.7350,238.00,256.41,235.50,2.50,44.89
21.7400,238.00,205.13,235.42,2.58,45.05
21.7450,238.00,256.41,235.00,3.00,45.51
21.7500,238.00,230.77,234.90,3.10,45.71
21.7550,238.00,230.77,235.02,2.98,45.74
21.7600,238.00,230.77,234.76,3.24,46.09
21.7650,238.00,230.77,234.27,3.73,46.65
21.7700,238.00,256.41,234.19,3.81,46.89
21.7750,238.00,230.77,234.89,3.11,46.48
21.7800,238.00,230.77,235.53,2.47,46.07
21.7850,238.00,230.77,235.55,2.45,46.13
21.7900,238.00,230.77,235.18,2.82,46.53
21.7950,238.00,256.41,235.11,2.89,46.71
21.8000,238.00,230.77,235.74,2.26,46.28
21.8050,238.00,230.77,236.26,1.74,45.91
21.8100,238.00,230.77,236.16,1.84,46.04
21.8150,238.00,230.77,235.65,2.35,46.50
21.8200,238.00,256.41,235.46,2.54,46.75
21.8250,238.00,230.77,235.98,2.02,46.39
21.8300,238.00,230.77,236.41,1.59,46.08
21.8350,238.00,230.77,236.24,1.76,46.25
21.8400,238.00,256.41,236.20,1.80,46.31
21.8450,238.00,230.77,236.77,1.23,45.87
21.8500,238.00,230.77,237.17,0.83,45.53
21.8550,238.00,230.77,236.91,1.09,45.71
21.8600,238.00,256.41,236.77,1.23,45.82
21.8650,238.00,230.77,237.22,0.78,45.43
21.8700,238.00,230.77,237.51,0.49,45.15
21.8750,238.00,256.41,237.67,0.33,44.96
21.8800,238.00,230.77,238.25,-0.25,44.41
21.8850,238.00,230.77,238.53,-0.53,44.06
21.8900,238.00,256.41,238.61,-0.61,43.87
21.8950,238.00,230.77,239.05,-1.05,43.36
21.9000,238.00,230.77,239.19,-1.19,43.08
21.9050,238.00,256.41,239.12,-1.12,42.97
21.9100,238.00,230.77,239.43,-1.43,42.54
21.9150,238.00,230.77,239.45,-1.45,42.33
21.9200,238.00,230.77,238.76,-0.76,42.73
21.9250,238.00,256.41,238.20,-0.20,43.07
21.9300,238.00,230.77,238.27,-0.27,42.91
21.9350,238.00,230.77,238.22,-0.22,42.84
21.9400,238.00,230.77,237.60,0.40,43.27
21.9450,238.00,256.41,237.16,0.84,43.58
21.9500,238.00,230.77,237.40,0.60,43.35
21.9550,238.00,230.77,237.53,0.47,43.19
21.9600,238.00,230.77,237.08,0.92,43.53
21.9650,238.00,230.77,236.28,1.72,44.19
21.9700,238.00,256.41,235.84,2.16,44.60
21.9750,238.00,230.77,236.18,1.82,44.38
21.9800,238.00,230.77,236.48,1.52,44.17
21.9850,238.00,230.77,236.21,1.79,44.42
21.9900,238.00,256.41,236.12,1.88,44.54
21.9950,238.00,230.77,236.66,1.34,44.12
22.0000,238.00,230.77,237.05,0.95,43.80
22.0050,238.00,230.77,236.79,1.21,44.00
22.0100,238.00,230.77,236.14,1.86,44.55
22.0150,238.00,230.77,235.30,2.70,45.31
22.0200,238.00,256.41,234.90,3.10,45.75
22.0250,238.00,230.77,235.35,2.65,45.50
22.0300,238.00,230.77,235.78,2.22,45.24
22.0350,238.00,230.77,235.66,2.34,45.41
22.0400,238.00,230.77,235.19,2.81,45.89
22.0450,238.00,256.41,235.04,2.96,46.12
22.0500,238.00,230.77,235.64,2.36,45.74
22.0550,238.00,230.77,236.14,1.86,45.39
22.0600,238.00,230.77,236.04,1.96,45.52
22.0650,238.00,230.77,235.54,2.46,45.99
22.0700,238.00,256.41,235.36,2.64,46.24
22.0750,238.00,230.77,235.90,2.10,45.87
22.0800,238.00,230.77,236.35,1.65,45.55
22.0850,238.00,230.77,236.19,1.81,45.71
22.0900,238.00,230.77,235.66,2.34,46.21
22.0950,238.00,256.41,235.43,2.57,46.47
22.1000,238.00,230.77,235.95,2.05,46.13
22.1050,238.00,230.77,236.37,1.63,45.82
22.1100,238.00,230.77,236.20,1.80,46.00
22.1150,238.00,230.77,235.65,2.35,46.50
22.1200,238.00,256.41,235.42,2.58,46.77
22.1250,238.00,230.77,235.93,2.07,46.43
22.1300,238.00,230.77,236.36,1.64,46.13
22.1350,238.00,256.41,236.70,1.30,45.87
22.1400,238.00,230.77,237.47,0.53,45.21
22.1450,238.00,230.77,237.94,0.06,44.76
22.1500,238.00,256.41,238.18,-0.18,44.47
22.1550,238.00,230.77,238.77,-0.77,43.86
22.1600,238.00,230.77,239.02,-1.02,43.51
22.1650,238.00,256.41,239.03,-1.03,43.34
22.1700,238.00,230.77,239.41,-1.41,42.86
22.1750,238.00,230.77,239.47,-1.47,42.62
22.1800,238.00,256.41,239.32,-1.32,42.55
22.1850,238.00,230.77,239.57,-1.57,42.16
22.1900,238.00,230.77,239.54,-1.54,41.99
22.1950,238.00,230.77,238.82,-0.82,42.41
22.2000,238.00,230.77,237.70,0.30,43.21
22.2050,238.00,256.41,236.95,1.05,43.79
22.2100,238.00,230.77,237.00,1.00,43.73
22.2150,238.00,230.77,237.04,0.96,43.68
22.2200,238.00,256.41,237.09,0.91,43.63
22.2250,238.00,230.77,237.63,0.37,43.14
22.2300,238.00,230.77,237.95,0.05,42.81
22.2350,238.00,230.77,237.57,0.43,43.05
22.2400,238.00,230.77,236.79,1.21,43.66
22.2450,238.00,256.41,236.31,1.69,44.06
22.2500,238.00,230.77,236.60,1.40,43.86
22.2550,238.00,230.77,236.82,1.18,43.68
22.2600,238.00,230.77,236.48,1.52,43.97
22.2650,238.00,230.77,235.80,2.20,44.56
22.2700,238.00,256.41,235.48,2.52,44.91
22.2750,238.00,230.77,235.92,2.08,44.62
22.2800,238.00,230.77,236.31,1.69,44.36
22.2850,238.00,230.77,236.11,1.89,44.56
22.2900,238.00,230.77,235.56,2.44,45.08
22.2950,238.00,230.77,234.81,3.19,45.79
22.3000,238.00,230.77,234.01,3.99,46.61
22.3050,238.00,256.41,233.76,4.24,47.03
22.3100,238.00,230.77,234.38,3.62,46.71
22.3150,238.00,230.77,235.00,3.00,46.35
22.3200,238.00,230.77,235.06,2.94,46.42
22.3250,238.00,230.77,234.76,3.24,46.80
22.3300,238.00,256.41,234.76,3.24,46.94
22.3350,238.00,230.77,235.47,2.53,46.48
22.3400,238.00,230.77,236.06,1.94,46.06
22.3450,238.00,230.77,236.01,1.99,46.15
22.3500,238.00,230.77,235.56,2.44,46.58
22.3550,238.00,256.41,235.40,2.60,46.80
22.3600,238.00,230.77,235.96,2.04,46.42
22.3650,238.00,230.77,236.41,1.59,46.09
22.3700,238.00,256.41,236.77,1.23,45.81
22.3750,238.00,230.77,237.54,0.46,45.15
22.3800,238.00,230.77,238.01,-0.01,44.70
22.3850,238.00,256.41,238.24,-0.24,44.41
22.3900,238.00,230.77,238.82,-0.82,43.81
22.3950,238.00,230.77,239.06,-1.06,43.46
22.4000,238.00,256.41,239.06,-1.06,43.29
22.4050,238.00,230.77,239.43,-1.43,42.82
22.4100,238.00,230.77,239.48,-1.48,42.59
22.4150,238.00,256.41,239.33,-1.33,42.52
22.4200,238.00,230.77,239.58,-1.58,42.13
22.4250,238.00,230.77,239.54,-1.54,41.96
22.4300,238.00,230.77,238.81,-0.81,42.39
22.4350,238.00,230.77,237.70,0.30,43.19
22.4400,238.00,256.41,236.95,1.05,43.77
22.4450,238.00,230.77,237.00,1.00,43.71
22.4500,238.00,230.77,237.04,0.96,43.66
22.4550,238.00,230.77,236.57,1.43,44.04
22.4600,238.00,256.41,236.31,1.69,44.28
22.4650,238.00,230.77,236.73,1.27,43.95
22.4700,238.00,230.77,237.04,0.96,43.70
22.4750,238.00,230.77,236.73,1.27,43.94
22.4800,238.00,256.41,236.57,1.43,44.08
22.4850,238.00,230.77,237.03,0.97,43.70
22.4900,238.00,230.77,237.34,0.66,43.42
22.4950,238.00,230.77,237.01,0.99,43.67
22.5000,238.00,230.77,236.29,1.71,44.26
22.5050,238.00,256.41,235.91,2.09,44.62
22.5100,238.00,230.77,236.28,1.72,44.37
22.5150,238.00,230.77,236.59,1.41,44.14
22.5200,238.00,230.77,236.32,1.68,44.38
