Tempo(s),PWM_Aplicado(%),RPM_M1_Raw,RPM_M1_Filt
10.9350,81,307.69,304.79
10.9400,81,307.69,305.29
10.9450,81,307.69,305.80
10.9500,81,307.69,306.29
10.9550,81,307.69,306.71
10.9600,81,307.69,307.06
10.9650,81,307.69,307.33
10.9700,81,282.05,307.02
10.9750,81,307.69,305.85
10.9800,81,307.69,304.73
10.9850,81,307.69,304.25
10.9900,81,307.69,304.22
10.9950,81,307.69,304.48
11.0000,81,307.69,304.90
11.0050,81,307.69,305.40
11.0100,81,307.69,305.90
11.0150,81,307.69,306.37
11.0200,81,307.69,306.77
11.0250,81,307.69,307.11
11.0300,81,307.69,307.37
11.0350,81,307.69,307.56
11.0400,81,307.69,307.70
11.0450,81,307.69,307.78
11.0500,81,307.69,307.83
11.0550,81,307.69,307.85
11.0600,81,282.05,307.34
11.0650,81,307.69,306.00
11.0700,81,307.69,304.77
11.0750,81,307.69,304.21
11.0800,81,307.69,304.14
11.0850,81,307.69,304.37
11.0900,81,307.69,304.79
11.0950,81,307.69,305.29
11.1000,81,307.69,305.81
11.1050,81,307.69,306.29
11.1100,81,307.69,306.71
11.1150,81,307.69,307.06
11.1200,81,307.69,307.33
11.1250,81,307.69,307.54
11.1300,81,307.69,307.68
11.1350,81,282.05,307.26
11.1400,81,307.69,306.00
11.1450,81,307.69,304.80
11.1500,81,307.69,304.27
11.1550,81,307.69,304.21
11.1600,81,307.69,304.44
11.1650,81,307.69,304.86
11.1700,81,307.69,305.35
11.1750,81,307.69,305.85
11.1800,81,307.69,306.33
11.1850,81,307.69,306.74
11.1900,81,307.69,307.08
11.1950,81,307.69,307.35
11.2000,81,282.05,307.03
11.2050,81,333.33,306.37
11.2100,81,282.05,306.05
11.2150,81,307.69,305.46
11.2200,81,307.69,304.75
11.2250,81,307.69,304.53
11.2300,81,307.69,304.64
11.2350,81,307.69,304.96
11.2400,81,307.69,305.38
11.2450,81,307.69,305.84
11.2500,81,307.69,306.28
11.2550,81,307.69,306.68
11.2600,81,307.69,307.01
11.2650,81,307.69,307.28
11.2700,81,307.69,307.49
11.2750,81,307.69,307.64
11.2800,81,307.69,307.74
11.2850,81,307.69,307.80
11.2900,81,282.05,307.31
11.2950,81,307.69,306.00
11.3000,81,307.69,304.78
11.3050,81,307.69,304.23
11.3100,81,307.69,304.16
11.3150,81,307.69,304.40
11.3200,81,307.69,304.81
11.3250,81,307.69,305.31
11.3300,81,307.69,305.82
11.3350,81,307.69,306.30
11.3400,81,307.69,306.72
11.3450,81,307.69,307.07
11.3500,81,307.69,307.34
11.3550,81,307.69,307.54
11.3600,81,307.69,307.68
11.3650,81,282.05,307.26
11.3700,81,307.69,305.99
11.3750,81,307.69,304.80
11.3800,81,307.69,304.27
11.3850,81,307.69,304.21
11.3900,81,307.69,304.44
11.3950,81,307.69,304.86
11.4000,81,307.69,305.35
11.4050,81,307.69,305.85
11.4100,81,307.69,306.33
11.4150,81,307.69,306.74
11.4200,81,282.05,306.56
11.4250,81,307.69,305.51
11.4300,81,307.69,304.50
11.4350,81,307.69,304.11
11.4400,81,307.69,304.14
11.4450,81,307.69,304.45
11.4500,81,307.69,304.91
11.4550,81,307.69,305.43
11.4600,81,307.69,305.94
11.4650,81,307.69,306.41
11.4700,81,307.69,306.81
11.4750,81,307.69,307.14
11.4800,81,307.69,307.40
11.4850,81,307.69,307.59
11.4900,81,307.69,307.72
11.4950,81,307.69,307.80
11.5000,81,307.69,307.84
11.5050,81,307.69,307.86
11.5100,81,307.69,307.85
11.5150,81,307.69,307.84
11.5200,81,307.69,307.82
11.5250,81,307.69,307.79
11.5300,81,307.69,307.77
11.5350,81,307.69,307.75
11.5400,81,307.69,307.73
11.5450,81,307.69,307.72
11.5500,81,282.05,307.19
11.5550,81,307.69,305.86
11.5600,81,307.69,304.64
11.5650,81,307.69,304.11
11.5700,81,307.69,304.05
11.5750,81,307.69,304.31
11.5800,81,307.69,304.74
11.5850,81,307.69,305.26
11.5900,81,307.69,305.79
11.5950,81,307.69,306.28
11.6000,81,307.69,306.71
11.6050,81,307.69,307.06
11.6100,81,307.69,307.34
11.6150,81,307.69,307.55
11.6200,81,307.69,307.69
11.6250,81,282.05,307.27
11.6300,81,307.69,306.00
11.6350,81,307.69,304.81
11.6400,81,307.69,304.28
11.6450,81,307.69,304.21
11.6500,81,307.69,304.45
11.6550,81,307.69,304.86
11.6600,81,307.69,305.35
11.6650,81,307.69,305.86
11.6700,81,307.69,306.33
11.6750,81,307.69,306.74
11.6800,81,307.69,307.08
11.6850,81,307.69,307.35
11.6900,81,307.69,307.55
11.6950,81,307.69,307.69
11.7000,81,307.69,307.78
11.7050,81,307.69,307.83
11.7100,81,307.69,307.85
11.7150,81,307.69,307.85
11.7200,81,307.69,307.84
11.7250,81,307.69,307.82
11.7300,81,307.69,307.80
11.7350,81,282.05,307.26
11.7400,81,307.69,305.92
11.7450,81,307.69,304.69
11.7500,81,307.69,304.14
11.7550,81,307.69,304.07
11.7600,81,307.69,304.32
11.7650,81,307.69,304.75
11.7700,81,307.69,305.26
11.7750,81,307.69,305.79
11.7800,81,307.69,306.28
11.7850,81,307.69,306.70
11.7900,81,307.69,307.06
11.7950,81,307.69,307.33
11.8000,81,282.05,307.03
11.8050,81,307.69,305.85
11.8100,81,307.69,304.73
11.8150,81,307.69,304.25
11.8200,81,307.69,304.22
11.8250,81,307.69,304.48
11.8300,81,307.69,304.90
11.8350,81,307.69,305.40
11.8400,81,307.69,305.90
11.8450,81,307.69,306.37
11.8500,81,307.69,306.77
11.8550,81,307.69,307.11
11.8600,81,307.69,307.37
11.8650,81,307.69,307.56
11.8700,81,307.69,307.70
11.8750,81,307.69,307.78
11.8800,81,307.69,307.83
11.8850,81,307.69,307.85
11.8900,81,307.69,307.85
11.8950,81,307.69,307.84
11.9000,81,307.69,307.82
11.9050,81,307.69,307.80
11.9100,81,307.69,307.77
11.9150,81,307.69,307.75
11.9200,81,307.69,307.73
11.9250,81,307.69,307.72
11.9300,81,307.69,307.71
11.9350,81,282.05,307.18
11.9400,81,307.69,305.86
11.9450,81,307.69,304.64
11.9500,81,307.69,304.11
11.9550,81,307.69,304.05
11.9600,81,307.69,304.31
11.9650,81,307.69,304.74
11.9700,81,307.69,305.26
11.9750,81,307.69,305.79
11.9800,81,307.69,306.28
11.9850,81,307.69,306.71
11.9900,81,307.69,307.06
11.9950,81,307.69,307.34
12.0000,43,282.05,307.03
12.0050,43,307.69,305.86
12.0100,43,307.69,304.74
12.0150,43,307.69,304.25
12.0200,43,307.69,304.22
12.0250,43,282.05,303.96
12.0300,43,307.69,303.07
12.0350,43,282.05,301.84
12.0400,43,307.69,300.49
12.0450,43,282.05,299.17
12.0500,43,282.05,297.47
12.0550,43,307.69,295.65
12.0600,43,256.41,293.91
12.0650,43,307.69,291.84
12.0700,43,282.05,290.24
12.0750,43,282.05,289.07
12.0800,43,256.41,287.24
12.0850,43,282.05,284.62
12.0900,43,282.05,282.22
12.0950,43,282.05,280.67
12.1000,43,282.05,279.78
12.1050,43,256.41,278.88
12.1100,43,282.05,277.53
12.1150,43,256.41,275.99
12.1200,43,256.41,273.95
12.1250,43,282.05,271.75
12.1300,43,256.41,270.13
12.1350,43,256.41,268.51
12.1400,43,282.05,267.01
12.1450,43,256.41,266.23
12.1500,43,256.41,265.45
12.1550,43,256.41,264.23
12.1600,43,256.41,262.82
12.1650,43,256.41,261.39
12.1700,43,256.41,260.08
12.1750,43,256.41,258.95
12.1800,43,256.41,258.01
12.1850,43,230.77,256.77
12.1900,43,256.41,254.92
12.1950,43,256.41,253.33
12.2000,43,256.41,252.56
12.2050,43,256.41,252.38
12.2100,43,230.77,252.07
12.2150,43,256.41,251.19
12.2200,43,230.77,250.02
12.2250,43,256.41,248.75
12.2300,43,256.41,248.03
12.2350,43,230.77,247.73
12.2400,43,256.41,247.21
12.2450,43,230.77,246.58
12.2500,43,256.41,245.94
12.2550,43,230.77,245.34
12.2600,43,230.77,244.30
12.2650,43,256.41,243.06
12.2700,43,230.77,242.31
12.2750,43,230.77,241.41
12.2800,43,256.41,240.50
12.2850,43,230.77,240.16
12.2900,43,230.77,239.70
12.2950,43,256.41,239.21
12.3000,43,230.77,239.24
12.3050,43,230.77,239.10
12.3100,43,230.77,238.34
12.3150,43,230.77,237.24
12.3200,43,256.41,236.53
12.3250,43,205.13,236.13
12.3300,43,256.41,235.44
12.3350,43,230.77,235.14
12.3400,43,230.77,235.11
12.3450,43,230.77,234.74
12.3500,43,230.77,234.19
12.3550,43,205.13,233.04
12.3600,43,256.41,231.61
12.3650,43,205.13,230.62
12.3700,43,230.77,229.49
12.3750,43,230.77,228.35
12.3800,43,230.77,227.81
12.3850,43,230.77,227.70
12.3900,43,230.77,227.88
12.3950,43,230.77,228.23
12.4000,43,230.77,228.65
12.4050,43,205.13,228.58
12.4100,43,230.77,227.68
12.4150,43,230.77,226.84
12.4200,43,230.77,226.61
12.4250,43,230.77,226.80
12.4300,43,205.13,226.73
12.4350,43,230.77,225.97
12.4400,43,230.77,225.36
12.4450,43,230.77,225.40
12.4500,43,205.13,225.35
12.4550,43,230.77,224.71
12.4600,43,230.77,224.28
12.4650,43,205.13,224.01
12.4700,43,230.77,223.35
12.4750,43,230.77,223.01
12.4800,43,205.13,222.89
12.4850,43,230.77,222.43
12.4900,43,230.77,222.28
12.4950,43,205.13,222.35
12.5000,43,230.77,222.05
12.5050,43,230.77,222.04
12.5100,43,205.13,222.22
12.5150,43,230.77,221.99
12.5200,43,230.77,222.03
12.5250,43,205.13,222.25
12.5300,43,230.77,222.04
12.5350,43,205.13,221.58
12.5400,43,230.77,220.99
12.5450,43,230.77,220.89
12.5500,43,205.13,221.10
12.5550,43,230.77,220.98
12.5600,43,205.13,220.66
12.5650,43,230.77,220.24
12.5700,43,230.77,220.30
12.5750,43,205.13,220.66
12.5800,43,230.77,220.68
12.5850,43,205.13,220.47
12.5900,43,230.77,220.13
12.5950,43,205.13,219.74
12.6000,43,230.77,219.35
12.6050,43,205.13,218.98
12.6100,43,230.77,218.66
12.6150,43,205.13,218.40
12.6200,43,230.77,218.20
12.6250,43,205.13,218.05
12.6300,43,230.77,217.94
12.6350,43,205.13,217.88
12.6400,43,230.77,217.84
12.6450,43,205.13,217.82
12.6500,43,230.77,217.83
12.6550,43,205.13,217.84
12.6600,43,230.77,217.85
12.6650,43,205.13,217.87
12.6700,43,230.77,217.89
12.6750,43,205.13,217.90
12.6800,43,205.13,217.40
12.6850,43,230.77,216.61
12.6900,43,205.13,216.21
12.6950,43,230.77,216.09
12.7000,43,205.13,216.17
12.7050,43,205.13,215.84
12.7100,43,230.77,215.29
12.7150,43,205.13,215.15
12.7200,43,230.77,215.28
12.7250,43,205.13,215.58
12.7300,43,205.13,215.45
12.7350,43,230.77,215.05
12.7400,43,205.13,215.03
12.7450,43,230.77,215.25
12.7500,43,205.13,215.61
12.7550,43,205.13,215.51
12.7600,43,230.77,215.13
12.7650,43,205.13,215.11
12.7700,43,230.77,215.33
12.7750,43,205.13,215.68
12.7800,43,205.13,215.57
12.7850,43,230.77,215.17
12.7900,43,205.13,215.15
12.7950,43,230.77,215.35
12.8000,43,205.13,215.69
12.8050,43,205.13,215.58
12.8100,43,230.77,215.18
12.8150,43,205.13,215.15
12.8200,43,230.77,215.35
12.8250,43,205.13,215.69
12.8300,43,205.13,215.57
12.8350,43,230.77,215.18
12.8400,43,205.13,215.14
12.8450,43,230.77,215.35
12.8500,43,205.13,215.69
12.8550,43,205.13,215.57
12.8600,43,230.77,215.17
12.8650,43,205.13,215.14
12.8700,43,230.77,215.35
12.8750,43,205.13,215.69
12.8800,43,205.13,215.57
12.8850,43,230.77,215.17
12.8900,43,205.13,215.14
12.8950,43,230.77,215.35
12.9000,43,205.13,215.69
12.9050,43,205.13,215.57
12.9100,43,230.77,215.17
12.9150,43,205.13,215.14
12.9200,43,205.13,214.83
12.9250,43,230.77,214.37
12.9300,43,205.13,214.36
12.9350,43,205.13,214.13
12.9400,43,230.77,213.77
12.9450,43,205.13,213.88
12.9500,43,205.13,213.76
12.9550,43,230.77,213.50
12.9600,43,205.13,213.70
12.9650,43,205.13,213.65
12.9700,43,230.77,213.45
12.9750,43,205.13,213.68
12.9800,43,205.13,213.66
12.9850,43,230.77,213.47
12.9900,43,205.13,213.71
12.9950,43,205.13,213.69
13.0000,43,230.77,213.51
13.0050,43,205.13,213.74
13.0100,43,205.13,213.72
13.0150,43,230.77,213.53
13.0200,43,205.13,213.76
13.0250,43,205.13,213.73
13.0300,43,230.77,213.54
13.0350,43,205.13,213.77
13.0400,43,205.13,213.73
13.0450,43,230.77,213.54
13.0500,43,205.13,213.77
13.0550,43,205.13,213.73
13.0600,43,230.77,213.54
13.0650,43,205.13,213.76
13.0700,43,230.77,214.25
13.0750,43,205.13,214.85
13.0800,43,205.13,214.98
13.0850,43,205.13,214.26
13.0900,43,230.77,213.59
13.0950,43,205.13,213.51
13.1000,43,230.77,213.81
13.1050,43,205.13,214.34
13.1100,43,205.13,214.45
13.1150,43,230.77,214.29
13.1200,43,205.13,214.48
13.1250,43,230.77,214.88
13.1300,43,205.13,215.38
13.1350,43,205.13,215.40
13.1400,43,205.13,214.58
13.1450,43,230.77,213.81
13.1500,43,205.13,213.65
13.1550,43,230.77,213.90
13.1600,43,205.13,214.38
13.1650,43,205.13,214.46
13.1700,43,230.77,214.27
13.1750,43,205.13,214.45
13.1800,43,205.13,214.33
13.1850,43,230.77,214.03
13.1900,43,205.13,214.15
13.1950,43,205.13,214.02
13.2000,43,230.77,213.74
13.2050,43,205.13,213.89
13.2100,43,205.13,213.80
13.2150,43,230.77,213.56
13.2200,43,205.13,213.76
13.2250,43,205.13,213.71
13.2300,43,205.13,212.99
13.2350,43,230.77,212.41
13.2400,43,205.13,212.48
13.2450,43,230.77,212.97
13.2500,43,205.13,213.68
13.2550,43,205.13,213.97
13.2600,43,205.13,213.44
13.2650,43,230.77,212.95
13.2700,43,205.13,213.03
13.2750,43,205.13,212.97
13.2800,43,230.77,212.81
13.2850,43,205.13,213.13
13.2900,43,205.13,213.20
13.2950,43,205.13,212.60
13.3000,43,230.77,212.13
13.3050,43,205.13,212.29
13.3100,43,205.13,212.34
13.3150,43,230.77,212.30
13.3200,43,205.13,212.73
13.3250,43,205.13,212.91
13.3300,43,230.77,212.92
13.3350,43,205.13,213.33
13.3400,43,230.77,213.96
13.3450,43,205.13,214.69
13.3500,43,205.13,214.90
13.3550,43,205.13,214.25
13.3600,43,230.77,213.62
13.3650,43,205.13,213.56
13.3700,43,230.77,213.87
13.3750,43,205.13,214.40
13.3800,43,205.13,214.51
13.3850,43,230.77,214.34
13.3900,43,205.13,214.53
13.3950,43,205.13,214.40
13.4000,43,230.77,214.09
13.4050,43,205.13,214.20
13.4100,43,205.13,214.06
13.4150,43,230.77,213.77
13.4200,43,205.13,213.91
13.4250,43,205.13,213.82
13.4300,43,230.77,213.57
13.4350,43,205.13,213.77
13.4400,43,205.13,213.71
13.4450,43,230.77,213.50
13.4500,43,205.13,213.73
13.4550,43,230.77,214.21
13.4600,43,205.13,214.82
13.4650,43,205.13,214.95
13.4700,43,205.13,214.24
13.4750,43,230.77,213.57
13.4800,43,205.13,213.49
13.4850,43,205.13,213.28
13.4900,43,230.77,213.01
13.4950,43,205.13,213.23
13.5000,43,205.13,213.24
13.5050,43,230.77,213.11
13.5100,43,205.13,213.41
13.5150,43,205.13,213.45
13.5200,43,230.77,213.33
13.5250,43,205.13,213.62
13.5300,43,205.13,213.64
13.5350,43,205.13,212.97
13.5400,43,230.77,212.42
13.5450,43,205.13,212.52
13.5500,43,230.77,213.01
13.5550,43,205.13,213.73
13.5600,43,205.13,214.01
13.5650,43,205.13,213.48
13.5700,43,230.77,212.98
13.5750,43,205.13,213.06
13.5800,43,205.13,212.99
13.5850,43,230.77,212.83
13.5900,43,205.13,213.14
13.5950,43,205.13,213.20
13.6000,43,230.77,213.11
13.6050,43,205.13,213.45
13.6100,43,205.13,213.50
13.6150,43,230.77,213.38
13.6200,43,205.13,213.67
13.6250,43,205.13,213.69
13.6300,43,205.13,213.01
13.6350,43,230.77,212.46
13.6400,43,205.13,212.54
13.6450,43,230.77,213.03
13.6500,43,205.13,213.74
13.6550,43,205.13,214.02
13.6600,43,230.77,214.00
13.6650,43,205.13,214.30
13.6700,43,205.13,214.27
13.6750,43,230.77,214.04
13.6800,43,205.13,214.20
13.6850,43,205.13,214.09
13.6900,43,230.77,213.81
13.6950,43,205.13,213.97
13.7000,43,230.77,214.39
13.7050,43,205.13,214.94
13.7100,43,205.13,215.03
13.7150,43,205.13,214.28
13.7200,43,230.77,213.59
13.7250,43,205.13,213.49
13.7300,43,230.77,213.79
13.7350,43,205.13,214.31
13.7400,43,205.13,214.43
13.7450,43,205.13,213.75
13.7500,43,230.77,213.14
13.7550,43,205.13,213.14
13.7600,43,230.77,213.52
13.7650,43,205.13,214.12
13.7700,43,205.13,214.30
13.7750,43,205.13,213.68
13.7800,43,230.77,213.11
13.7850,43,205.13,213.13
13.7900,43,205.13,213.02
13.7950,43,230.77,212.82
13.8000,43,205.13,213.11
13.8050,43,205.13,213.17
13.8100,43,230.77,213.08
13.8150,43,205.13,213.41
13.8200,43,205.13,213.47
13.8250,43,230.77,213.36
13.8300,43,205.13,213.65
13.8350,43,205.13,213.67
13.8400,43,205.13,213.00
13.8450,43,230.77,212.45
13.8500,43,205.13,212.54
13.8550,43,205.13,212.51
13.8600,43,230.77,212.42
13.8650,43,205.13,212.81
13.8700,43,205.13,212.95
13.8750,43,230.77,212.93
13.8800,43,205.13,213.32
13.8850,43,205.13,213.43
13.8900,43,230.77,213.34
13.8950,43,205.13,213.66
13.9000,43,205.13,213.69
13.9050,43,230.77,213.54
13.9100,43,205.13,213.80
13.9150,43,205.13,213.78
13.9200,43,230.77,213.59
13.9250,43,205.13,213.82
13.9300,43,205.13,213.78
13.9350,43,230.77,213.58
13.9400,43,205.13,213.80
13.9450,43,230.77,214.27
13.9500,43,205.13,214.87
13.9550,43,205.13,214.99
13.9600,43,205.13,214.27
13.9650,43,230.77,213.59
13.9700,43,205.13,213.51
13.9750,43,230.77,213.81
13.9800,43,205.13,214.33
13.9850,43,205.13,214.45
13.9900,43,230.77,214.29
13.9950,43,205.13,214.48
14.0000,43,205.13,214.36
14.0050,43,230.77,214.06
14.0100,43,205.13,214.18
14.0150,43,205.13,214.05
14.0200,43,230.77,213.76
14.0250,43,205.13,213.91
14.0300,43,205.13,213.82
14.0350,43,230.77,213.57
14.0400,43,205.13,213.77
14.0450,43,205.13,213.72
14.0500,43,230.77,213.51
14.0550,43,205.13,213.73
14.0600,43,205.13,213.70
14.0650,43,230.77,213.50
14.0700,43,205.13,213.73
14.0750,43,205.13,213.71
14.0800,43,205.13,213.00
14.0850,43,230.77,212.43
14.0900,43,205.13,212.51
14.0950,43,230.77,212.99
14.1000,43,205.13,213.70
14.1050,43,205.13,213.99
14.1100,43,205.13,213.45
14.1150,43,230.77,212.96
14.1200,43,205.13,213.04
14.1250,43,205.13,212.98
14.1300,43,230.77,212.82
14.1350,43,205.13,213.13
14.1400,43,205.13,213.20
14.1450,43,205.13,212.60
14.1500,43,230.77,212.13
14.1550,43,205.13,212.29
14.1600,43,230.77,212.85
14.1650,43,205.13,213.62
14.1700,43,205.13,213.95
14.1750,43,230.77,213.96
14.1800,43,205.13,214.29
14.1850,43,205.13,214.28
14.1900,43,230.77,214.06
14.1950,43,205.13,214.22
14.2000,43,205.13,214.12
14.2050,43,230.77,213.84
14.2100,43,205.13,213.99
14.2150,43,205.13,213.89
14.2200,43,230.77,213.64
14.2250,43,205.13,213.82
14.2300,43,205.13,213.76
14.2350,43,230.77,213.54
14.2400,43,205.13,213.75
14.2450,43,230.77,214.23
14.2500,43,205.13,214.83
14.2550,43,205.13,214.95
14.2600,43,205.13,214.24
14.2650,43,230.77,213.57
14.2700,43,205.13,213.49
14.2750,43,230.77,213.80
14.2800,43,205.13,214.33
14.2850,43,205.13,214.44
14.2900,43,230.77,214.28
14.2950,43,205.13,214.48
14.3000,43,205.13,214.36
14.3050,43,230.77,214.07
14.3100,43,205.13,214.19
14.3150,43,205.13,214.05
14.3200,43,230.77,213.76
14.3250,43,205.13,213.91
14.3300,43,205.13,213.82
14.3350,43,230.77,213.58
14.3400,43,205.13,213.77
14.3450,43,205.13,213.72
14.3500,43,205.13,212.99
14.3550,43,230.77,212.41
14.3600,43,205.13,212.48
14.3650,43,230.77,212.97
14.3700,43,205.13,213.68
14.3750,43,205.13,213.96
14.3800,43,205.13,213.44
14.3850,43,230.77,212.95
14.3900,43,205.13,213.03
14.3950,43,205.13,212.97
14.4000,43,230.77,212.81
14.4050,43,205.13,213.13
14.4100,43,205.13,213.20
14.4150,43,205.13,212.60
14.4200,43,230.77,212.13
14.4250,43,205.13,212.29
14.4300,43,205.13,212.34
14.4350,43,230.77,212.30
14.4400,43,205.13,212.73
14.4450,43,205.13,212.91
14.4500,43,230.77,212.92
14.4550,43,205.13,213.33
14.4600,43,205.13,213.44
14.4650,43,230.77,213.37
14.4700,43,205.13,213.69
14.4750,43,205.13,213.72
14.4800,43,230.77,213.56
14.4850,43,205.13,213.82
14.4900,43,230.77,214.31
14.4950,43,205.13,214.92
14.5000,43,205.13,215.04
14.5050,43,230.77,214.83
14.5100,43,205.13,214.95
14.5150,43,205.13,214.75
14.5200,43,230.77,214.37
14.5250,43,205.13,214.41
14.5300,43,205.13,214.21
14.5350,43,230.77,213.86
14.5400,43,205.13,213.97
14.5450,43,205.13,213.84
14.5500,43,230.77,213.57
14.5550,43,205.13,213.75
14.5600,43,205.13,213.69
14.5650,43,230.77,213.48
14.5700,43,205.13,213.70
14.5750,43,205.13,213.67
14.5800,43,230.77,213.48
14.5850,43,205.13,213.72
14.5900,43,205.13,213.69
14.5950,43,230.77,213.50
14.6000,43,205.13,213.74
14.6050,43,205.13,213.72
14.6100,43,230.77,213.52
14.6150,43,205.13,213.76
14.6200,43,205.13,213.73
14.6250,43,230.77,213.53
14.6300,43,205.13,213.76
14.6350,43,205.13,213.73
14.6400,43,230.77,213.54
14.6450,43,205.13,213.76
14.6500,43,205.13,213.73
14.6550,43,205.13,213.02
14.6600,43,230.77,212.45
14.6650,43,205.13,212.52
14.6700,43,205.13,212.49
14.6750,43,230.77,212.39
14.6800,43,205.13,212.77
14.6850,43,205.13,212.92
14.6900,43,205.13,212.39
14.6950,43,230.77,211.98
14.7000,43,205.13,212.20
14.7050,43,205.13,212.28
14.7100,43,230.77,212.28
14.7150,43,205.13,212.73
14.7200,43,205.13,212.93
14.7250,43,230.77,212.94
14.7300,43,205.13,213.35
14.7350,43,205.13,213.47
14.7400,43,230.77,213.39
14.7450,43,205.13,213.70
14.7500,43,205.13,213.73
14.7550,43,230.77,213.57
14.7600,43,205.13,213.82
14.7650,43,205.13,213.80
14.7700,43,230.77,213.60
14.7750,43,205.13,213.83
14.7800,43,205.13,213.79
14.7850,43,230.77,213.58
14.7900,43,205.13,213.80
14.7950,43,205.13,213.76
14.8000,43,230.77,213.55
14.8050,43,205.13,213.77
14.8100,43,205.13,213.74
14.8150,43,230.77,213.54
14.8200,43,205.13,213.76
14.8250,43,230.77,214.24
14.8300,43,205.13,214.85
14.8350,43,205.13,214.97
14.8400,43,205.13,214.26
14.8450,43,230.77,213.59
14.8500,43,205.13,213.50
14.8550,43,230.77,213.81
14.8600,43,205.13,214.33
14.8650,43,205.13,214.45
14.8700,43,205.13,213.77
14.8750,43,230.77,213.16
14.8800,43,205.13,213.15
14.8850,43,205.13,213.02
14.8900,43,230.77,212.81
14.8950,43,205.13,213.09
14.9000,43,205.13,213.15
14.9050,43,205.13,212.54
14.9100,43,230.77,212.07
14.9150,43,205.13,212.24
14.9200,43,230.77,212.81
14.9250,43,205.13,213.58
14.9300,43,205.13,213.92
14.9350,43,205.13,213.43
14.9400,43,230.77,212.96
14.9450,43,205.13,213.06
14.9500,43,205.13,213.00
14.9550,43,230.77,212.85
14.9600,43,205.13,213.16
14.9650,43,205.13,213.23
14.9700,43,205.13,212.62
14.9750,43,230.77,212.15
14.9800,43,205.13,212.31
14.9850,43,205.13,212.35
14.9900,43,230.77,212.31
14.9950,43,205.13,212.74
15.0000,69,205.13,212.92
15.0050,69,205.13,212.41
15.0100,69,230.77,212.01
15.0150,69,230.77,212.75
15.0200,69,205.13,214.15
15.0250,69,230.77,215.36
15.0300,69,230.77,216.85
15.0350,69,256.41,219.45
15.0400,69,230.77,223.05
15.0450,69,230.77,226.50
15.0500,69,230.77,229.05
15.0550,69,256.41,231.34
15.0600,69,230.77,233.79
15.0650,69,256.41,236.15
15.0700,69,256.41,238.78
15.0750,69,256.41,241.88
15.0800,69,256.41,245.04
15.0850,69,256.41,247.97
15.0900,69,256.41,250.54
15.0950,69,256.41,252.65
15.1000,69,256.41,254.31
15.1050,69,256.41,255.54
15.1100,69,256.41,256.40
15.1150,69,256.41,256.95
15.1200,69,256.41,257.26
15.1250,69,282.05,257.91
15.1300,69,256.41,259.23
15.1350,69,282.05,260.89
15.1400,69,256.41,262.62
15.1450,69,256.41,263.74
15.1500,69,282.05,264.39
15.1550,69,256.41,265.19
15.1600,69,282.05,266.03
15.1650,69,282.05,267.35
15.1700,69,256.41,268.85
15.1750,69,282.05,269.85
15.1800,69,256.41,270.44
15.1850,69,282.05,270.72
15.1900,69,282.05,271.30
15.1950,69,256.41,272.01
15.2000,69,282.05,272.25
15.2050,69,282.05,272.68
15.2100,69,282.05,273.70
15.2150,69,282.05,275.03
15.2200,69,256.41,275.93
15.2250,69,282.05,275.97
15.2300,69,282.05,275.97
15.2350,69,282.05,276.46
15.2400,69,282.05,277.22
15.2450,69,282.05,278.10
15.2500,69,282.05,278.98
15.2550,69,282.05,279.79
15.2600,69,282.05,280.49
15.2650,69,282.05,281.07
15.2700,69,282.05,281.51
15.2750,69,282.05,281.85
15.2800,69,282.05,282.07
15.2850,69,282.05,282.22
15.2900,69,282.05,282.30
15.2950,69,282.05,282.33
15.3000,69,282.05,282.33
15.3050,69,282.05,282.30
15.3100,69,282.05,282.27
15.3150,69,282.05,282.23
15.3200,69,282.05,282.19
15.3250,69,307.69,282.67
15.3300,69,282.05,283.95
15.3350,69,282.05,285.14
15.3400,69,282.05,285.66
15.3450,69,282.05,285.70
15.3500,69,282.05,285.43
15.3550,69,282.05,284.99
15.3600,69,282.05,284.47
15.3650,69,282.05,283.94
15.3700,69,307.69,283.96
15.3750,69,282.05,284.86
15.3800,69,282.05,285.72
15.3850,69,282.05,285.98
15.3900,69,282.05,285.83
15.3950,69,282.05,285.43
15.4000,69,282.05,284.90
15.4050,69,282.05,284.33
15.4100,69,282.05,283.79
15.4150,69,307.69,283.81
15.4200,69,282.05,284.72
15.4250,69,282.05,285.60
15.4300,69,282.05,285.88
15.4350,69,282.05,285.75
15.4400,69,282.05,285.37
15.4450,69,307.69,285.38
15.4500,69,282.05,286.14
15.4550,69,282.05,286.82
15.4600,69,282.05,286.87
15.4650,69,307.69,287.03
15.4700,69,256.41,287.25
15.4750,69,307.69,286.97
15.4800,69,282.05,286.91
15.4850,69,282.05,287.00
15.4900,69,282.05,286.66
15.4950,69,307.69,286.58
15.5000,69,282.05,287.20
15.5050,69,282.05,287.70
15.5100,69,282.05,287.57
15.5150,69,307.69,287.55
15.5200,69,282.05,288.13
15.5250,69,282.05,288.53
15.5300,69,282.05,288.26
15.5350,69,282.05,287.59
15.5400,69,307.69,287.23
15.5450,69,282.05,287.62
15.5500,69,282.05,287.93
15.5550,69,282.05,287.66
15.5600,69,282.05,287.04
15.5650,69,307.69,286.75
15.5700,69,282.05,287.22
15.5750,69,282.05,287.62
15.5800,69,282.05,287.43
