Tempo(s),PWM_Aplicado(%),RPM_M1_Raw,RPM_M1_Filt
33.1750,38,230.77,242.77
33.1800,38,230.77,241.59
33.1850,38,256.41,240.48
33.1900,38,230.77,240.01
33.1950,38,230.77,239.49
33.2000,38,230.77,238.45
33.2050,38,230.77,237.17
33.2100,38,230.77,235.83
33.2150,38,230.77,234.57
33.2200,38,230.77,233.45
33.2250,38,230.77,232.52
33.2300,38,230.77,231.78
33.2350,38,230.77,231.23
33.2400,38,205.13,230.32
33.2450,38,230.77,228.75
33.2500,38,230.77,227.38
33.2550,38,230.77,226.78
33.2600,38,230.77,226.71
33.2650,38,205.13,226.48
33.2700,38,230.77,225.65
33.2750,38,230.77,225.01
33.2800,38,205.13,224.55
33.2850,38,230.77,223.72
33.2900,38,230.77,223.24
33.2950,38,205.13,223.03
33.3000,38,205.13,221.96
33.3050,38,230.77,220.44
33.3100,38,230.77,219.79
33.3150,38,205.13,219.73
33.3200,38,230.77,219.55
33.3250,38,205.13,219.31
33.3300,38,205.13,218.53
33.3350,38,230.77,217.47
33.3400,38,205.13,216.82
33.3450,38,205.13,215.99
33.3500,38,230.77,215.09
33.3550,38,205.13,214.75
33.3600,38,205.13,214.27
33.3650,38,205.13,213.23
33.3700,38,230.77,212.43
33.3750,38,205.13,212.35
33.3800,38,205.13,212.24
33.3850,38,205.13,211.60
33.3900,38,205.13,210.67
33.3950,38,205.13,209.62
33.4000,38,205.13,208.59
33.4050,38,205.13,207.66
33.4100,38,205.13,206.85
33.4150,38,230.77,206.71
33.4200,38,205.13,207.52
33.4250,38,205.13,208.37
33.4300,38,205.13,208.65
33.4350,38,205.13,208.55
33.4400,38,205.13,208.21
33.4450,38,205.13,207.74
33.4500,38,205.13,207.23
33.4550,38,205.13,206.74
33.4600,38,179.49,205.78
33.4650,38,205.13,204.08
33.4700,38,205.13,202.56
33.4750,38,205.13,201.79
33.4800,38,205.13,201.56
33.4850,38,205.13,201.71
33.4900,38,205.13,202.07
33.4950,38,205.13,202.55
33.5000,38,179.49,202.55
33.5050,38,205.13,201.73
33.5100,38,205.13,200.96
33.5150,38,205.13,200.80
33.5200,38,179.49,200.53
33.5250,38,205.13,199.70
33.5300,38,205.13,199.09
33.5350,38,205.13,199.18
33.5400,38,205.13,199.71
33.5450,38,179.49,199.98
33.5500,38,205.13,199.53
33.5550,38,205.13,199.18
33.5600,38,205.13,199.43
33.5650,38,179.49,199.54
33.5700,38,205.13,199.02
33.5750,38,205.13,198.67
33.5800,38,205.13,198.96
33.5850,38,179.49,199.13
33.5900,38,205.13,198.69
33.5950,38,205.13,198.41
33.6000,38,179.49,198.25
33.6050,38,205.13,197.68
33.6100,38,205.13,197.39
33.6150,38,205.13,197.83
33.6200,38,179.49,198.18
33.6250,38,205.13,197.93
33.6300,38,179.49,197.33
33.6350,38,205.13,196.53
33.6400,38,205.13,196.20
33.6450,38,179.49,196.19
33.6500,38,205.13,195.87
33.6550,38,205.13,195.89
33.6600,38,179.49,196.13
33.6650,38,205.13,195.98
33.6700,38,205.13,196.11
33.6750,38,179.49,196.39
33.6800,38,205.13,196.25
33.6850,38,179.49,195.84
33.6900,38,205.13,195.30
33.6950,38,179.49,194.71
33.7000,38,205.13,194.13
33.7050,38,179.49,193.62
33.7100,38,205.13,193.19
33.7150,38,205.13,193.35
33.7200,38,179.49,193.89
33.7250,38,205.13,194.11
33.7300,38,179.49,194.10
33.7350,38,205.13,193.95
33.7400,38,179.49,193.73
33.7450,38,205.13,193.47
33.7500,38,179.49,193.21
33.7550,38,205.13,192.97
33.7600,38,179.49,192.76
33.7650,38,205.13,192.59
33.7700,38,179.49,192.46
33.7750,38,205.13,192.37
33.7800,38,179.49,192.30
33.7850,38,205.13,192.26
33.7900,38,179.49,192.23
33.7950,38,205.13,192.23
33.8000,38,179.49,192.23
33.8050,38,179.49,191.72
33.8100,38,205.13,190.93
33.8150,38,205.13,191.04
33.8200,38,179.49,191.73
33.8250,38,179.49,191.71
33.8300,38,205.13,191.23
33.8350,38,179.49,191.00
33.8400,38,205.13,190.97
33.8450,38,179.49,191.05
33.8500,38,205.13,191.20
33.8550,38,179.49,191.39
33.8600,38,205.13,191.59
33.8650,38,179.49,191.77
33.8700,38,205.13,191.93
33.8750,38,179.49,192.06
33.8800,38,205.13,192.17
33.8850,38,179.49,192.25
33.8900,38,205.13,192.30
33.8950,38,179.49,192.34
33.9000,38,205.13,192.36
33.9050,38,179.49,192.37
33.9100,38,205.13,192.37
33.9150,38,179.49,192.36
33.9200,38,179.49,191.84
33.9250,38,205.13,191.03
33.9300,38,179.49,190.61
33.9350,38,205.13,190.48
33.9400,38,179.49,190.54
33.9450,38,205.13,190.72
33.9500,38,179.49,190.97
33.9550,38,205.13,191.23
33.9600,38,179.49,191.49
33.9650,38,205.13,191.72
33.9700,38,179.49,191.91
33.9750,38,179.49,191.55
33.9800,38,205.13,190.87
33.9850,38,179.49,190.55
33.9900,38,205.13,190.48
33.9950,38,179.49,190.59
34.0000,38,205.13,190.79
34.0050,38,179.49,191.04
34.0100,38,179.49,190.79
34.0150,38,205.13,190.24
34.0200,38,179.49,190.05
34.0250,38,205.13,190.11
34.0300,38,179.49,190.33
34.0350,38,179.49,190.11
34.0400,38,205.13,189.63
34.0450,38,179.49,189.54
34.0500,38,205.13,189.70
34.0550,38,179.49,190.02
34.0600,38,179.49,189.89
34.0650,38,205.13,189.48
34.0700,38,179.49,189.45
34.0750,38,179.49,189.15
34.0800,38,205.13,188.69
34.0850,38,179.49,188.69
34.0900,38,179.49,188.46
34.0950,38,205.13,188.11
34.1000,38,179.49,188.22
34.1050,38,205.13,188.62
34.1100,38,179.49,189.18
34.1150,38,179.49,189.27
34.1200,38,205.13,189.05
34.1250,38,179.49,189.18
34.1300,38,205.13,189.51
34.1350,38,179.49,189.95
34.1400,38,179.49,189.90
34.1450,38,205.13,189.55
34.1500,38,179.49,189.55
34.1550,38,179.49,189.25
34.1600,38,205.13,188.79
34.1650,38,179.49,188.78
34.1700,38,179.49,188.54
34.1750,38,205.13,188.18
34.1800,38,179.49,188.27
34.1850,38,179.49,188.14
34.1900,38,205.13,187.88
34.1950,38,179.49,188.07
34.2000,38,205.13,188.53
34.2050,38,179.49,189.13
34.2100,38,205.13,189.77
34.2150,38,179.49,190.38
34.2200,38,179.49,190.42
34.2250,38,205.13,190.07
34.2300,38,179.49,190.03
34.2350,38,179.49,189.68
34.2400,38,205.13,189.14
34.2450,38,179.49,189.06
34.2500,38,205.13,189.26
34.2550,38,179.49,189.64
34.2600,38,179.49,189.58
34.2650,38,205.13,189.24
34.2700,38,179.49,189.28
34.2750,38,205.13,189.54
34.2800,38,179.49,189.93
34.2850,38,179.49,189.86
34.2900,38,205.13,189.49
34.2950,38,179.49,189.49
34.3000,38,179.49,189.19
34.3050,38,205.13,188.74
34.3100,38,179.49,188.74
34.3150,38,179.49,188.51
34.3200,38,205.13,188.15
34.3250,38,179.49,188.25
34.3300,38,179.49,188.13
34.3350,38,205.13,187.87
34.3400,38,179.49,188.06
34.3450,38,179.49,188.01
34.3500,38,205.13,187.81
34.3550,38,179.49,188.04
34.3600,38,179.49,188.02
34.3650,38,205.13,187.83
34.3700,38,179.49,188.07
34.3750,38,179.49,188.05
34.3800,38,205.13,187.87
34.3850,38,179.49,188.10
34.3900,38,179.49,188.08
34.3950,38,205.13,187.89
34.4000,38,179.49,188.12
34.4050,38,179.49,188.09
34.4100,38,179.49,187.38
34.4150,38,205.13,186.81
34.4200,38,179.49,186.88
34.4250,38,179.49,186.85
34.4300,38,179.49,186.24
34.4350,38,205.13,185.82
34.4400,38,179.49,186.07
34.4450,38,179.49,186.22
34.4500,38,205.13,186.29
34.4550,38,179.49,186.81
34.4600,38,179.49,187.08
34.4650,38,205.13,187.15
34.4700,38,179.49,187.62
34.4750,38,179.49,187.78
34.4800,38,205.13,187.73
34.4850,38,179.49,188.06
34.4900,38,179.49,188.10
34.4950,38,205.13,187.95
34.5000,38,179.49,188.21
34.5050,38,179.49,188.18
34.5100,38,205.13,187.99
34.5150,38,179.49,188.21
34.5200,38,205.13,188.68
34.5250,38,179.49,189.27
34.5300,38,179.49,189.38
34.5350,38,205.13,189.17
34.5400,38,179.49,189.29
34.5450,38,205.13,189.61
34.5500,38,179.49,190.03
34.5550,38,179.49,189.97
34.5600,38,205.13,189.60
34.5650,38,179.49,189.58
34.5700,38,179.49,189.27
34.5750,38,205.13,188.81
34.5800,38,179.49,188.79
34.5850,38,179.49,188.54
34.5900,38,205.13,188.17
34.5950,38,179.49,188.27
34.6000,38,179.49,188.14
34.6050,38,205.13,187.88
34.6100,38,179.49,188.06
34.6150,38,179.49,188.01
34.6200,38,205.13,187.81
34.6250,38,179.49,188.04
34.6300,38,179.49,188.01
34.6350,38,205.13,187.83
34.6400,38,179.49,188.07
34.6450,38,179.49,188.05
34.6500,38,205.13,187.86
34.6550,38,179.49,188.10
34.6600,38,179.49,188.08
34.6650,38,205.13,187.89
34.6700,38,179.49,188.12
34.6750,38,179.49,188.09
34.6800,38,205.13,187.90
34.6850,38,179.49,188.12
34.6900,38,179.49,188.09
34.6950,38,179.49,187.38
34.7000,38,179.49,186.29
34.7050,38,205.13,185.56
34.7100,38,179.49,185.63
34.7150,38,179.49,185.70
34.7200,38,205.13,185.76
34.7250,38,179.49,186.32
34.7300,38,179.49,186.65
34.7350,38,205.13,186.80
34.7400,38,179.49,187.34
34.7450,38,179.49,187.57
34.7500,38,205.13,187.58
34.7550,38,179.49,187.97
34.7600,38,179.49,188.05
34.7650,38,179.49,187.42
34.7700,38,205.13,186.89
34.7750,38,179.49,186.98
34.7800,38,179.49,186.96
34.7850,38,205.13,186.86
34.7900,38,179.49,187.23
34.7950,38,179.49,187.36
34.8000,38,205.13,187.33
34.8050,38,179.49,187.71
34.8100,38,179.49,187.80
34.8150,38,205.13,187.71
34.8200,38,179.49,188.03
34.8250,38,179.49,188.05
34.8300,38,205.13,187.90
34.8350,38,179.49,188.15
34.8400,38,179.49,188.14
34.8450,38,205.13,187.94
34.8500,38,179.49,188.17
34.8550,38,205.13,188.65
34.8600,38,179.49,189.25
34.8650,38,179.49,189.37
34.8700,38,205.13,189.16
34.8750,38,179.49,189.28
34.8800,38,179.49,189.09
34.8850,38,205.13,188.71
34.8900,38,179.49,188.75
34.8950,38,179.49,188.55
34.9000,38,205.13,188.21
34.9050,38,179.49,188.32
34.9100,38,205.13,188.71
34.9150,38,179.49,189.25
34.9200,38,179.49,189.33
34.9250,38,205.13,189.10
34.9300,38,179.49,189.21
34.9350,38,179.49,189.02
34.9400,38,205.13,188.64
34.9450,38,179.49,188.70
34.9500,38,205.13,189.02
34.9550,38,179.49,189.49
34.9600,38,179.49,189.51
34.9650,38,205.13,189.23
34.9700,38,179.49,189.29
34.9750,38,179.49,189.06
34.9800,38,205.13,188.66
34.9850,38,179.49,188.70
34.9900,38,179.49,188.50
34.9950,38,205.13,188.16
35.0000,38,179.49,188.27
35.0050,38,179.49,188.16
35.0100,38,205.13,187.90
35.0150,38,179.49,188.09
35.0200,38,179.49,188.04
35.0250,38,179.49,187.31
35.0300,38,205.13,186.74
35.0350,38,179.49,186.82
35.0400,38,179.49,186.79
35.0450,38,205.13,186.70
35.0500,38,179.49,187.10
35.0550,38,179.49,187.25
35.0600,38,179.49,186.73
35.0650,38,205.13,186.33
35.0700,38,179.49,186.55
35.0750,38,179.49,186.64
35.0800,38,205.13,186.64
35.0850,38,179.49,187.09
35.0900,38,179.49,187.29
35.0950,38,205.13,187.30
35.1000,38,179.49,187.71
35.1050,38,179.49,187.83
35.1100,38,205.13,187.75
35.1150,38,179.49,188.07
35.1200,38,179.49,188.09
35.1250,38,205.13,187.93
35.1300,38,179.49,188.18
35.1350,38,179.49,188.16
35.1400,38,205.13,187.96
35.1450,38,179.49,188.19
35.1500,38,205.13,188.66
35.1550,38,179.49,189.26
35.1600,38,205.13,189.89
35.1650,38,179.49,190.48
35.1700,38,179.49,190.50
35.1750,38,205.13,190.14
35.1800,38,179.49,190.08
35.1850,38,179.49,189.71
35.1900,38,205.13,189.16
35.1950,38,179.49,189.07
35.2000,38,179.49,188.75
35.2050,38,205.13,188.32
35.2100,38,179.49,188.36
35.2150,38,179.49,188.19
35.2200,38,205.13,187.90
35.2250,38,179.49,188.06
35.2300,38,179.49,188.00
35.2350,38,205.13,187.78
35.2400,38,179.49,188.01
35.2450,38,179.49,187.99
35.2500,38,205.13,187.80
35.2550,38,179.49,188.05
35.2600,38,179.49,188.03
35.2650,38,205.13,187.85
35.2700,38,179.49,188.09
35.2750,38,179.49,188.07
35.2800,38,205.13,187.88
35.2850,38,179.49,188.12
35.2900,38,179.49,188.09
35.2950,38,205.13,187.90
35.3000,38,179.49,188.13
35.3050,38,179.49,188.09
35.3100,38,205.13,187.90
35.3150,38,179.49,188.13
35.3200,38,179.49,188.09
35.3250,38,179.49,187.38
35.3300,38,179.49,186.29
35.3350,38,205.13,185.56
35.3400,38,179.49,185.63
35.3450,38,179.49,185.70
35.3500,38,205.13,185.76
35.3550,38,179.49,186.32
35.3600,38,179.49,186.65
35.3650,38,205.13,186.80
35.3700,38,179.49,187.34
35.3750,38,179.49,187.57
35.3800,38,179.49,187.07
35.3850,38,205.13,186.65
35.3900,38,179.49,186.84
35.3950,38,179.49,186.88
35.4000,38,205.13,186.83
35.4050,38,179.49,187.24
35.4100,38,179.49,187.39
35.4150,38,179.49,186.86
35.4200,38,205.13,186.44
35.4250,38,179.49,186.64
35.4300,38,179.49,186.71
35.4350,38,205.13,186.69
35.4400,38,179.49,187.13
35.4450,38,179.49,187.31
35.4500,38,205.13,187.31
35.4550,38,179.49,187.72
35.4600,38,179.49,187.83
35.4650,38,205.13,187.75
35.4700,38,179.49,188.06
35.4750,38,179.49,188.09
35.4800,38,205.13,187.93
35.4850,38,179.49,188.18
35.4900,38,179.49,188.16
35.4950,38,205.13,187.96
35.5000,38,179.49,188.18
35.5050,38,179.49,188.14
35.5100,38,205.13,187.94
35.5150,38,179.49,188.16
35.5200,38,179.49,188.11
35.5250,38,205.13,187.91
35.5300,38,179.49,188.13
35.5350,38,179.49,188.10
35.5400,38,205.13,187.90
35.5450,38,179.49,188.12
35.5500,38,179.49,188.09
35.5550,38,205.13,187.89
35.5600,38,179.49,188.12
35.5650,38,179.49,188.09
35.5700,38,205.13,187.89
35.5750,38,179.49,188.12
35.5800,38,179.49,188.09
35.5850,38,179.49,187.38
35.5900,38,205.13,186.80
35.5950,38,179.49,186.87
35.6000,38,179.49,186.84
35.6050,38,179.49,186.23
35.6100,38,205.13,185.81
35.6150,38,179.49,186.07
35.6200,38,179.49,186.22
35.6250,38,205.13,186.29
35.6300,38,179.49,186.81
35.6350,38,179.49,187.08
35.6400,38,205.13,187.15
35.6450,38,179.49,187.62
35.6500,38,179.49,187.78
35.6550,38,179.49,187.21
35.6600,38,205.13,186.74
35.6650,38,179.49,186.89
35.6700,38,179.49,186.91
35.6750,38,179.49,186.32
35.6800,38,205.13,185.91
35.6850,38,179.49,186.16
35.6900,38,179.49,186.30
35.6950,38,205.13,186.36
35.7000,38,179.49,186.87
35.7050,38,179.49,187.12
35.7100,38,205.13,187.19
35.7150,38,179.49,187.64
35.7200,38,179.49,187.79
35.7250,38,179.49,187.22
35.7300,38,205.13,186.75
35.7350,38,179.49,186.89
35.7400,38,179.49,186.90
35.7450,38,179.49,186.31
35.7500,38,205.13,185.90
35.7550,38,179.49,186.16
35.7600,38,179.49,186.30
35.7650,38,205.13,186.35
35.7700,38,179.49,186.87
35.7750,38,179.49,187.12
35.7800,38,205.13,187.19
35.7850,38,179.49,187.64
35.7900,38,179.49,187.79
35.7950,38,205.13,187.73
35.8000,38,179.49,188.06
35.8050,38,179.49,188.10
35.8100,38,205.13,187.95
35.8150,38,179.49,188.20
35.8200,38,179.49,188.18
35.8250,38,205.13,187.98
35.8300,38,179.49,188.20
35.8350,38,179.49,188.16
35.8400,38,205.13,187.95
35.8450,38,179.49,188.16
35.8500,38,179.49,188.12
35.8550,38,205.13,187.91
35.8600,38,179.49,188.13
35.8650,38,179.49,188.10
35.8700,38,205.13,187.89
35.8750,38,179.49,188.12
35.8800,38,179.49,188.09
35.8850,38,205.13,187.89
35.8900,38,179.49,188.12
35.8950,38,179.49,188.09
35.9000,38,205.13,187.89
35.9050,38,179.49,188.12
35.9100,38,179.49,188.09
35.9150,38,205.13,187.89
35.9200,38,179.49,188.12
35.9250,38,179.49,188.09
35.9300,38,205.13,187.89
35.9350,38,179.49,188.12
35.9400,38,179.49,188.09
35.9450,38,205.13,187.89
35.9500,38,179.49,188.12
35.9550,38,179.49,188.09
35.9600,38,205.13,187.89
35.9650,38,179.49,188.12
35.9700,38,179.49,188.09
35.9750,38,205.13,187.89
35.9800,38,179.49,188.12
35.9850,38,179.49,188.09
35.9900,38,179.49,187.38
35.9950,38,205.13,186.80
36.0000,72,179.49,186.88
36.0050,72,205.13,187.36
36.0100,72,179.49,188.07
36.0150,72,205.13,188.86
36.0200,72,205.13,190.16
36.0250,72,205.13,192.20
36.0300,72,230.77,195.06
36.0350,72,205.13,198.73
36.0400,72,230.77,202.63
36.0450,72,205.13,206.36
36.0500,72,230.77,209.69
36.0550,72,256.41,213.51
36.0600,72,230.77,218.38
36.0650,72,230.77,223.02
36.0700,72,230.77,226.61
36.0750,72,256.41,229.76
36.0800,72,230.77,232.90
36.0850,72,256.41,235.77
36.0900,72,256.41,238.75
36.0950,72,256.41,242.08
36.1000,72,256.41,245.37
36.1050,72,256.41,248.37
36.1100,72,256.41,250.93
36.1150,72,256.41,253.02
36.1200,72,256.41,254.63
36.1250,72,256.41,255.81
36.1300,72,282.05,257.12
36.1350,72,256.41,258.94
36.1400,72,282.05,260.93
36.1450,72,256.41,262.88
36.1500,72,282.05,264.64
36.1550,72,256.41,266.13
36.1600,72,282.05,267.34
36.1650,72,282.05,268.78
36.1700,72,256.41,270.26
36.1750,72,282.05,271.12
36.1800,72,282.05,272.04
36.1850,72,282.05,273.43
36.1900,72,256.41,274.50
36.1950,72,282.05,274.77
36.2000,72,282.05,275.00
36.2050,72,282.05,275.72
36.2100,72,282.05,276.69
36.2150,72,282.05,277.75
36.2200,72,282.05,278.77
36.2250,72,282.05,279.69
36.2300,72,282.05,280.46
36.2350,72,282.05,281.09
36.2400,72,282.05,281.57
36.2450,72,282.05,281.92
36.2500,72,282.05,282.15
36.2550,72,282.05,282.29
36.2600,72,282.05,282.36
36.2650,72,307.69,282.90
36.2700,72,282.05,284.20
36.2750,72,282.05,285.38
36.2800,72,282.05,285.87
36.2850,72,282.05,285.88
36.2900,72,307.69,286.09
36.2950,72,282.05,286.93
36.3000,72,282.05,287.59
36.3050,72,282.05,287.57
36.3100,72,307.69,287.63
36.3150,72,282.05,288.25
36.3200,72,282.05,288.66
36.3250,72,307.69,288.91
36.3300,72,282.05,289.55
36.3350,72,282.05,289.87
36.3400,72,282.05,289.45
36.3450,72,307.69,289.10
36.3500,72,282.05,289.34
36.3550,72,307.69,289.94
36.3600,72,282.05,290.72
36.3650,72,282.05,291.04
36.3700,72,307.69,291.03
36.3750,72,282.05,291.34
36.3800,72,282.05,291.31
36.3850,72,307.69,291.06
36.3900,72,282.05,291.20
36.3950,72,282.05,291.07
36.4000,72,307.69,290.78
36.4050,72,282.05,290.93
36.4100,72,282.05,290.82
36.4150,72,307.69,290.56
36.4200,72,282.05,290.74
36.4250,72,307.69,291.19
36.4300,72,282.05,291.77
36.4350,72,282.05,291.88
36.4400,72,307.69,291.67
36.4450,72,282.05,291.80
36.4500,72,307.69,292.13
36.4550,72,282.05,292.56
36.4600,72,282.05,292.50
36.4650,72,307.69,292.15
36.4700,72,282.05,292.13
36.4750,72,307.69,292.35
36.4800,72,282.05,292.69
36.4850,72,282.05,292.56
36.4900,72,307.69,292.16
36.4950,72,282.05,292.11
36.5000,72,282.05,291.79
36.5050,72,307.69,291.32
36.5100,72,282.05,291.30
36.5150,72,307.69,291.58
36.5200,72,282.05,292.02
36.5250,72,307.69,292.53
36.5300,72,282.05,293.05
36.5350,72,307.69,293.52
36.5400,72,282.05,293.94
36.5450,72,307.69,294.28
36.5500,72,282.05,294.55
36.5550,72,282.05,294.23
36.5600,72,307.69,293.56
36.5650,72,282.05,293.24
36.5700,72,307.69,293.16
36.5750,72,282.05,293.25
36.5800,72,307.69,293.44
36.5850,72,282.05,293.67
36.5900,72,307.69,293.92
36.5950,72,282.05,294.16
36.6000,72,282.05,293.85
36.6050,72,307.69,293.22
36.6100,72,282.05,292.95
36.6150,72,307.69,292.93
36.6200,72,282.05,293.07
36.6250,72,307.69,293.31
36.6300,72,282.05,293.59
36.6350,72,282.05,293.35
36.6400,72,307.69,292.81
36.6450,72,282.05,292.63
36.6500,72,307.69,292.69
36.6550,72,282.05,292.91
36.6600,72,282.05,292.69
36.6650,72,307.69,292.21
36.6700,72,307.69,292.63
36.6750,72,282.05,293.59
36.6800,72,282.05,293.80
36.6850,72,307.69,293.51
36.6900,72,282.05,293.42
36.6950,72,282.05,292.97
36.7000,72,307.69,292.32
36.7050,72,282.05,292.11
36.7100,72,307.69,292.20
36.7150,72,282.05,292.47
36.7200,72,307.69,292.83
36.7250,72,282.05,293.23
36.7300,72,307.69,293.62
36.7350,72,282.05,293.97
36.7400,72,307.69,294.26
36.7450,72,282.05,294.50
36.7500,72,282.05,294.17
36.7550,72,307.69,293.50
36.7600,72,307.69,293.69
36.7650,72,282.05,294.43
36.7700,72,282.05,294.42
36.7750,72,307.69,293.94
36.7800,72,282.05,293.70
36.7850,72,307.69,293.64
36.7900,72,282.05,293.71
36.7950,72,307.69,293.84
36.8000,72,282.05,294.01
36.8050,72,282.05,293.67
36.8100,72,307.69,293.04
36.8150,72,282.05,292.78
36.8200,72,307.69,292.78
36.8250,72,282.05,292.95
36.8300,72,307.69,293.21
36.8350,72,282.05,293.51
36.8400,72,282.05,293.30
36.8450,72,307.69,292.78
36.8500,72,282.05,292.61
36.8550,72,307.69,292.68
36.8600,72,282.05,292.91
36.8650,72,307.69,293.21
36.8700,72,282.05,293.53
36.8750,72,307.69,293.85
36.8800,72,282.05,294.14
36.8850,72,307.69,294.38
36.8900,72,282.05,294.57
36.8950,72,282.05,294.21
36.9000,72,307.69,293.51
36.9050,72,282.05,293.17
36.9100,72,307.69,293.09
36.9150,72,282.05,293.19
36.9200,72,307.69,293.38
36.9250,72,282.05,293.62
36.9300,72,282.05,293.37
36.9350,72,307.69,292.81
36.9400,72,307.69,293.13
36.9450,72,282.05,293.99
36.9500,72,282.05,294.10
36.9550,72,307.69,293.72
36.9600,72,307.69,294.08
36.9650,72,282.05,294.89
36.9700,72,282.05,294.89
36.9750,72,307.69,294.38
36.9800,72,282.05,294.09
36.9850,72,307.69,293.97
36.9900,72,282.05,293.96
36.9950,72,307.69,294.03
37.0000,72,282.05,294.14
37.0050,72,282.05,293.76
37.0100,72,307.69,293.08
37.0150,72,307.69,293.31
37.0200,72,282.05,294.10
37.0250,72,282.05,294.15
37.0300,72,307.69,293.73
37.0350,72,282.05,293.55
37.0400,72,307.69,293.54
37.0450,72,282.05,293.64
37.0500,72,307.69,293.80
37.0550,72,282.05,293.99
37.0600,72,282.05,293.67
37.0650,72,307.69,293.05
37.0700,72,282.05,292.79
37.0750,72,307.69,292.80
37.0800,72,282.05,292.97
37.0850,72,307.69,293.23
37.0900,72,282.05,293.53
37.0950,72,282.05,293.31
37.1000,72,307.69,292.79
37.1050,72,282.05,292.62
37.1100,72,307.69,292.69
37.1150,72,282.05,292.91
37.1200,72,307.69,293.21
37.1250,72,282.05,293.53
37.1300,72,307.69,293.85
37.1350,72,282.05,294.14
37.1400,72,307.69,294.38
37.1450,72,282.05,294.57
37.1500,72,282.05,294.21
37.1550,72,307.69,293.51
37.1600,72,307.69,293.69
37.1650,72,282.05,294.41
37.1700,72,282.05,294.40
37.1750,72,307.69,293.91
37.1800,72,307.69,294.19
37.1850,72,282.05,294.94
37.1900,72,282.05,294.90
37.1950,72,307.69,294.36
37.2000,72,282.05,294.05
37.2050,72,307.69,293.92
37.2100,72,282.05,293.91
37.2150,72,307.69,293.99
37.2200,72,282.05,294.10
37.2250,72,282.05,293.73
37.2300,72,307.69,293.06
37.2350,72,282.05,292.78
37.2400,72,307.69,292.77
37.2450,72,282.05,292.93
37.2500,72,307.69,293.19
37.2550,72,282.05,293.49
37.2600,72,307.69,293.79
37.2650,72,282.05,294.08
37.2700,72,282.05,293.81
37.2750,72,307.69,293.20
37.2800,72,282.05,292.95
37.2850,72,307.69,292.94
37.2900,72,282.05,293.09
37.2950,72,307.69,293.33
37.3000,72,282.05,293.61
37.3050,72,307.69,293.89
37.3100,72,282.05,294.15
37.3150,72,307.69,294.37
37.3200,72,282.05,294.55
37.3250,72,307.69,294.70
37.3300,72,282.05,294.80
37.3350,72,282.05,294.36
37.3400,72,307.69,293.61
37.3450,72,282.05,293.22
37.3500,72,307.69,293.11
37.3550,72,282.05,293.18
37.3600,72,307.69,293.36
37.3650,72,282.05,293.59
37.3700,72,307.69,293.85
37.3750,72,282.05,294.09
37.3800,72,307.69,294.31
37.3850,72,282.05,294.50
37.3900,72,307.69,294.65
37.3950,72,282.05,294.76
37.4000,72,307.69,294.84
37.4050,72,282.05,294.90
37.4100,72,282.05,294.42
37.4150,72,307.69,293.63
37.4200,72,282.05,293.22
37.4250,72,307.69,293.10
37.4300,72,282.05,293.16
37.4350,72,307.69,293.33
37.4400,72,282.05,293.57
37.4450,72,307.69,293.83
37.4500,72,282.05,294.08
37.4550,72,307.69,294.30
37.4600,72,282.05,294.49
37.4650,72,282.05,294.13
37.4700,72,307.69,293.44
37.4750,72,282.05,293.11
37.4800,72,307.69,293.04
37.4850,72,282.05,293.15
37.4900,72,307.69,293.35
37.4950,72,282.05,293.61
37.5000,72,282.05,293.36
37.5050,72,307.69,292.80
37.5100,72,282.05,292.61
37.5150,72,307.69,292.67
37.5200,72,282.05,292.89
37.5250,72,307.69,293.19
37.5300,72,282.05,293.51
37.5350,72,307.69,293.83
37.5400,72,282.05,294.12
37.5450,72,307.69,294.36
37.5500,72,282.05,294.56
37.5550,72,307.69,294.71
37.5600,72,282.05,294.82
37.5650,72,307.69,294.90
37.5700,72,282.05,294.94
37.5750,72,307.69,294.97
37.5800,72,282.05,294.98
37.5850,72,307.69,294.97
37.5900,72,282.05,294.96
37.5950,72,282.05,294.43
37.6000,72,307.69,293.61
37.6050,72,307.69,293.70
37.6100,72,282.05,294.37
37.6150,72,282.05,294.32
37.6200,72,307.69,293.82
37.6250,72,282.05,293.59
37.6300,72,307.69,293.54
37.6350,72,282.05,293.61
37.6400,72,307.69,293.76
37.6450,72,282.05,293.95
37.6500,72,282.05,293.63
37.6550,72,307.69,293.00
37.6600,72,282.05,292.76
37.6650,72,307.69,292.77
37.6700,72,282.05,292.94
37.6750,72,307.69,293.21
37.6800,72,282.05,293.52
37.6850,72,307.69,293.82
37.6900,72,282.05,294.10
37.6950,72,307.69,294.34
37.7000,72,282.05,294.54
37.7050,72,282.05,294.18
37.7100,72,307.69,293.49
37.7150,72,282.05,293.15
37.7200,72,307.69,293.08
37.7250,72,282.05,293.18
37.7300,72,307.69,293.37
37.7350,72,282.05,293.62
37.7400,72,307.69,293.88
37.7450,72,282.05,294.13
37.7500,72,307.69,294.34
37.7550,72,282.05,294.53
37.7600,72,307.69,294.67
37.7650,72,282.05,294.78
37.7700,72,307.69,294.86
37.7750,72,282.05,294.91
37.7800,72,282.05,294.42
37.7850,72,307.69,293.63
37.7900,72,307.69,293.74
37.7950,72,282.05,294.42
37.8000,72,307.69,294.88
37.8050,72,282.05,295.18
37.8100,72,307.69,295.35
37.8150,72,282.05,295.42
37.8200,72,282.05,294.91
