Tempo(s),PWM_Aplicado(%),RPM_M1,RPM_M1_Filtrado
0,0,0,0
0.0100,0,0.0000,0.0000
0.0200,0,0.0000,0.0000
0.0300,0,0.0000,-0.0000
0.0400,0,0.0000,-0.0000
0.0500,0,0.0000,0.0000
0.0600,0,0.0000,0.0000
0.0700,0,0.0000,0.0000
0.0800,0,0.0000,-0.0000
0.0900,0,0.0000,-0.0000
0.1000,0,0.0000,-0.0000
0.1100,0,0.0000,0.0000
0.1200,0,0.0000,0.0000
0.1300,0,0.0000,0.0000
0.1400,0,0.0000,-0.0000
0.1500,0,0.0000,-0.0000
0.1600,0,0.0000,0.0000
0.1700,0,0.0000,0.0000
0.1800,0,0.0000,0.0000
0.1900,0,0.0000,-0.0000
0.2000,0,0.0000,-0.0000
0.2100,0,0.0000,-0.0000
0.2200,0,0.0000,0.0000
0.2300,0,0.0000,0.0000
0.2400,0,0.0000,0.0000
0.2500,0,0.0000,-0.0000
0.2600,0,0.0000,-0.0000
0.2700,0,0.0000,0.0000
0.2800,0,0.0000,0.0000
0.2900,0,0.0000,0.0000
0.3000,0,0.0000,-0.0000
0.3100,0,0.0000,-0.0000
0.3200,0,0.0000,-0.0000
0.3300,0,0.0000,0.0000
0.3400,0,0.0000,0.0000
0.3500,0,0.0000,0.0000
0.3600,0,0.0000,-0.0000
0.3700,0,0.0000,-0.0000
0.3800,0,0.0000,0.0000
0.3900,0,0.0000,0.0000
0.4000,0,0.0000,0.0000
0.4100,0,0.0000,-0.0000
0.4200,0,0.0000,-0.0000
0.4300,0,0.0000,-0.0000
0.4400,0,0.0000,0.0000
0.4500,0,0.0000,0.0000
0.4600,0,0.0000,0.0000
0.4700,0,0.0000,-0.0000
0.4800,0,0.0000,-0.0000
0.4900,0,0.0000,0.0000
0.5000,0,0.0000,0.0000
0.5100,0,0.0000,0.0000
0.5200,0,0.0000,-0.0000
0.5300,0,0.0000,-0.0000
0.5400,0,0.0000,-0.0000
0.5500,0,0.0000,0.0000
0.5600,0,0.0000,0.0000
0.5700,0,0.0000,0.0000
0.5800,0,0.0000,-0.0000
0.5900,0,0.0000,-0.0000
0.6000,0,0.0000,0.0000
0.6100,0,0.0000,0.0000
0.6200,0,0.0000,0.0000
0.6300,0,0.0000,-0.0000
0.6400,0,0.0000,-0.0000
0.6500,0,0.0000,-0.0000
0.6600,0,0.0000,0.0000
0.6700,0,0.0000,0.0000
0.6800,0,0.0000,0.0000
0.6900,0,0.0000,-0.0000
0.7000,0,0.0000,-0.0000
0.7100,0,0.0000,0.0000
0.7200,0,0.0000,0.0000
0.7300,0,0.0000,0.0000
0.7400,0,0.0000,-0.0000
0.7500,0,0.0000,-0.0000
0.7600,0,0.0000,-0.0000
0.7700,0,0.0000,0.0000
0.7800,0,0.0000,0.0000
0.7900,0,0.0000,0.0000
0.8000,0,0.0000,-0.0000
0.8100,0,0.0000,-0.0000
0.8200,0,0.0000,0.0000
0.8300,0,0.0000,0.0000
0.8400,0,0.0000,0.0000
0.8500,0,0.0000,-0.0000
0.8600,0,0.0000,-0.0000
0.8700,0,0.0000,-0.0000
0.8800,0,0.0000,0.0000
0.8900,0,0.0000,0.0000
0.9000,0,0.0000,0.0000
0.9100,0,0.0000,-0.0000
0.9200,0,0.0000,-0.0000
0.9300,0,0.0000,0.0000
0.9400,0,0.0000,0.0000
0.9500,0,0.0000,0.0000
0.9600,0,0.0000,-0.0000
0.9700,0,0.0000,-0.0000
0.9800,0,0.0000,-0.0000
0.9900,0,0.0000,0.0000
1.0000,0,0.0000,0.0000
1.0100,0,0.0000,0.0000
1.0200,0,0.0000,-0.0000
1.0300,0,0.0000,-0.0000
1.0400,0,0.0000,0.0000
1.0500,0,0.0000,0.0000
1.0600,0,0.0000,0.0000
1.0700,0,0.0000,-0.0000
1.0800,0,0.0000,-0.0000
1.0900,0,0.0000,-0.0000
1.1000,0,0.0000,0.0000
1.1100,0,0.0000,0.0000
1.1200,0,0.0000,0.0000
1.1300,0,0.0000,-0.0000
1.1400,0,0.0000,-0.0000
1.1500,0,0.0000,-0.0000
1.1600,0,0.0000,0.0000
1.1700,0,0.0000,0.0000
1.1800,0,0.0000,-0.0000
1.1900,0,0.0000,-0.0000
1.2000,0,0.0000,-0.0000
1.2100,0,0.0000,0.0000
1.2200,0,0.0000,0.0000
1.2300,0,0.0000,0.0000
1.2400,0,0.0000,-0.0000
1.2500,0,0.0000,-0.0000
1.2600,0,0.0000,-0.0000
1.2700,0,0.0000,0.0000
1.2800,0,0.0000,0.0000
1.2900,0,0.0000,-0.0000
1.3000,0,0.0000,-0.0000
1.3100,0,0.0000,-0.0000
1.3200,0,0.0000,0.0000
1.3300,0,0.0000,0.0000
1.3400,0,0.0000,0.0000
1.3500,0,0.0000,-0.0000
1.3600,0,0.0000,-0.0000
1.3700,0,0.0000,-0.0000
1.3800,0,0.0000,0.0000
1.3900,0,0.0000,0.0000
1.4000,0,0.0000,-0.0000
1.4100,0,0.0000,-0.0000
1.4200,0,0.0000,-0.0000
1.4300,0,0.0000,0.0000
1.4400,0,0.0000,0.0000
1.4500,0,0.0000,0.0000
1.4600,0,0.0000,-0.0000
1.4700,0,0.0000,-0.0000
1.4800,0,0.0000,-0.0000
1.4900,0,0.0000,0.0000
1.5000,0,0.0000,0.0000
1.5100,0,0.0000,-0.0000
1.5200,0,0.0000,-0.0000
1.5300,0,0.0000,-0.0000
1.5400,0,0.0000,0.0000
1.5500,0,0.0000,0.0000
1.5600,0,0.0000,0.0000
1.5700,0,0.0000,-0.0000
1.5800,0,0.0000,-0.0000
1.5900,0,0.0000,-0.0000
1.6000,0,0.0000,0.0000
1.6100,0,0.0000,0.0000
1.6200,0,0.0000,-0.0000
1.6300,0,0.0000,-0.0000
1.6400,0,0.0000,-0.0000
1.6500,0,0.0000,0.0000
1.6600,0,0.0000,0.0000
1.6700,0,0.0000,0.0000
1.6800,0,0.0000,-0.0000
1.6900,0,0.0000,-0.0000
1.7000,0,0.0000,-0.0000
1.7100,0,0.0000,0.0000
1.7200,0,0.0000,0.0000
1.7300,0,0.0000,-0.0000
1.7400,0,0.0000,-0.0000
1.7500,0,0.0000,-0.0000
1.7600,0,0.0000,0.0000
1.7700,0,0.0000,0.0000
1.7800,0,0.0000,0.0000
1.7900,0,0.0000,-0.0000
1.8000,0,0.0000,-0.0000
1.8100,0,0.0000,-0.0000
1.8200,0,0.0000,0.0000
1.8300,0,0.0000,0.0000
1.8400,0,0.0000,-0.0000
1.8500,0,0.0000,-0.0000
1.8600,0,0.0000,-0.0000
1.8700,0,0.0000,0.0000
1.8800,0,0.0000,0.0000
1.8900,0,0.0000,0.0000
1.9000,0,0.0000,-0.0000
1.9100,0,0.0000,-0.0000
1.9200,0,0.0000,-0.0000
1.9300,0,0.0000,0.0000
1.9400,0,0.0000,0.0000
1.9500,0,0.0000,-0.0000
1.9600,0,0.0000,-0.0000
1.9700,0,0.0000,-0.0000
1.9800,0,0.0000,0.0000
1.9900,0,0.0000,0.0000
2.0000,0,0.0000,0.0000
2.0100,0,0.0000,-0.0000
2.0200,0,0.0000,-0.0000
2.0300,0,0.0000,-0.0000
2.0400,0,0.0000,0.0000
2.0500,0,0.0000,0.0000
2.0600,0,0.0000,-0.0000
2.0700,0,0.0000,-0.0000
2.0800,0,0.0000,-0.0000
2.0900,0,0.0000,0.0000
2.1000,0,0.0000,0.0000
2.1100,0,0.0000,0.0000
2.1200,0,0.0000,-0.0000
2.1300,0,0.0000,-0.0000
2.1400,0,0.0000,-0.0000
2.1500,0,0.0000,0.0000
2.1600,0,0.0000,0.0000
2.1700,0,0.0000,-0.0000
2.1800,0,0.0000,-0.0000
2.1900,0,0.0000,-0.0000
2.2000,0,0.0000,0.0000
2.2100,0,0.0000,0.0000
2.2200,0,0.0000,0.0000
2.2300,0,0.0000,-0.0000
2.2400,0,0.0000,-0.0000
2.2500,0,0.0000,-0.0000
2.2600,0,0.0000,0.0000
2.2700,0,0.0000,0.0000
2.2800,0,0.0000,-0.0000
2.2900,0,0.0000,-0.0000
2.3000,0,0.0000,-0.0000
2.3100,0,0.0000,0.0000
2.3200,0,0.0000,0.0000
2.3300,0,0.0000,0.0000
2.3400,0,0.0000,-0.0000
2.3500,0,0.0000,-0.0000
2.3600,0,0.0000,-0.0000
2.3700,0,0.0000,0.0000
2.3800,0,0.0000,0.0000
2.3900,0,0.0000,0.0000
2.4000,0,0.0000,-0.0000
2.4100,0,0.0000,-0.0000
2.4200,0,0.0000,0.0000
2.4300,0,0.0000,0.0000
2.4400,0,0.0000,0.0000
2.4500,0,0.0000,-0.0000
2.4600,0,0.0000,-0.0000
2.4700,0,0.0000,-0.0000
2.4800,0,0.0000,0.0000
2.4900,0,0.0000,0.0000
2.5000,0,0.0000,0.0000
2.5100,0,0.0000,-0.0000
2.5200,0,0.0000,-0.0000
2.5300,0,0.0000,0.0000
2.5400,0,0.0000,0.0000
2.5500,0,0.0000,0.0000
2.5600,0,0.0000,-0.0000
2.5700,0,0.0000,-0.0000
2.5800,0,0.0000,-0.0000
2.5900,0,0.0000,0.0000
2.6000,0,0.0000,0.0000
2.6100,0,0.0000,0.0000
2.6200,0,0.0000,-0.0000
2.6300,0,0.0000,-0.0000
2.6400,0,0.0000,0.0000
2.6500,0,0.0000,0.0000
2.6600,0,0.0000,0.0000
2.6700,0,0.0000,-0.0000
2.6800,0,0.0000,-0.0000
2.6900,0,0.0000,-0.0000
2.7000,0,0.0000,0.0000
2.7100,0,0.0000,0.0000
2.7200,0,0.0000,0.0000
2.7300,0,0.0000,-0.0000
2.7400,0,0.0000,-0.0000
2.7500,0,0.0000,0.0000
2.7600,0,0.0000,0.0000
2.7700,0,0.0000,0.0000
2.7800,0,0.0000,-0.0000
2.7900,0,0.0000,-0.0000
2.8000,0,0.0000,-0.0000
2.8100,0,0.0000,0.0000
2.8200,0,0.0000,0.0000
2.8300,0,0.0000,0.0000
2.8400,0,0.0000,-0.0000
2.8500,0,0.0000,-0.0000
2.8600,0,0.0000,0.0000
2.8700,0,0.0000,0.0000
2.8800,0,0.0000,0.0000
2.8900,0,0.0000,-0.0000
2.9000,0,0.0000,-0.0000
2.9100,0,0.0000,-0.0000
2.9200,0,0.0000,0.0000
2.9300,0,0.0000,0.0000
2.9400,0,0.0000,0.0000
2.9500,0,0.0000,-0.0000
2.9600,0,0.0000,-0.0000
2.9700,0,0.0000,0.0000
2.9800,0,0.0000,0.0000
2.9900,0,0.0000,0.0000
3.0000,0,0.0000,-0.0000
3.0100,10,0.0000,-0.0000
3.0200,10,0.0000,-0.0000
3.0300,10,0.0000,0.0000
3.0400,10,0.0000,0.0000
3.0500,10,0.0000,0.0000
3.0600,10,0.0000,-0.0000
3.0700,10,0.0000,-0.0000
3.0800,10,0.0000,0.0000
3.0900,10,0.0000,0.0000
3.1000,10,0.0000,0.0000
3.1100,10,0.0000,-0.0000
3.1200,10,0.0000,-0.0000
3.1300,10,0.0000,-0.0000
3.1400,10,0.0000,0.0000
3.1500,10,0.0000,0.0000
3.1600,10,0.0000,0.0000
3.1700,10,0.0000,-0.0000
3.1800,10,0.0000,-0.0000
3.1900,10,0.0000,0.0000
3.2000,10,0.0000,0.0000
3.2100,10,0.0000,0.0000
3.2200,10,0.0000,-0.0000
3.2300,10,0.0000,-0.0000
3.2400,10,0.0000,-0.0000
3.2500,10,0.0000,0.0000
3.2600,10,0.0000,0.0000
3.2700,10,0.0000,0.0000
3.2800,10,0.0000,-0.0000
3.2900,10,0.0000,-0.0000
3.3000,10,0.0000,0.0000
3.3100,10,0.0000,0.0000
3.3200,10,0.0000,0.0000
3.3300,10,0.0000,-0.0000
3.3400,10,0.0000,-0.0000
3.3500,10,0.0000,-0.0000
3.3600,10,0.0000,0.0000
3.3700,10,0.0000,0.0000
3.3800,10,0.0000,0.0000
3.3900,10,0.0000,-0.0000
3.4000,10,0.0000,-0.0000
3.4100,10,0.0000,0.0000
3.4200,10,0.0000,0.0000
3.4300,10,0.0000,0.0000
3.4400,10,0.0000,-0.0000
3.4500,10,0.0000,-0.0000
3.4600,10,0.0000,-0.0000
3.4700,10,0.0000,0.0000
3.4800,10,0.0000,0.0000
3.4900,10,0.0000,0.0000
3.5000,10,0.0000,-0.0000
3.5100,10,0.0000,-0.0000
3.5200,10,0.0000,0.0000
3.5300,10,0.0000,0.0000
3.5400,10,0.0000,0.0000
3.5500,10,0.0000,-0.0000
3.5600,10,0.0000,-0.0000
3.5700,10,0.0000,-0.0000
3.5800,10,0.0000,0.0000
3.5900,10,0.0000,0.0000
3.6000,10,0.0000,0.0000
3.6100,10,0.0000,-0.0000
3.6200,10,0.0000,-0.0000
3.6300,10,0.0000,-0.0000
3.6400,10,0.0000,0.0000
3.6500,10,0.0000,0.0000
3.6600,10,0.0000,-0.0000
3.6700,10,0.0000,-0.0000
3.6800,10,0.0000,-0.0000
3.6900,10,0.0000,0.0000
3.7000,10,0.0000,0.0000
3.7100,10,0.0000,0.0000
3.7200,10,0.0000,-0.0000
3.7300,10,0.0000,-0.0000
3.7400,10,0.0000,-0.0000
3.7500,10,0.0000,0.0000
3.7600,10,0.0000,0.0000
3.7700,10,0.0000,-0.0000
3.7800,10,0.0000,-0.0000
3.7900,10,0.0000,-0.0000
3.8000,10,0.0000,0.0000
3.8100,10,0.0000,0.0000
3.8200,10,0.0000,0.0000
3.8300,10,0.0000,-0.0000
3.8400,10,0.0000,-0.0000
3.8500,10,0.0000,-0.0000
3.8600,10,0.0000,0.0000
3.8700,10,0.0000,0.0000
3.8800,10,0.0000,-0.0000
3.8900,10,0.0000,-0.0000
3.9000,10,0.0000,-0.0000
3.9100,10,0.0000,0.0000
3.9200,10,0.0000,0.0000
3.9300,10,0.0000,0.0000
3.9400,10,0.0000,-0.0000
3.9500,10,0.0000,-0.0000
3.9600,10,0.0000,-0.0000
3.9700,10,0.0000,0.0000
3.9800,10,0.0000,0.0000
3.9900,10,0.0000,-0.0000
4.0000,10,0.0000,-0.0000
4.0100,10,0.0000,-0.0000
4.0200,10,0.0000,0.0000
4.0300,10,0.0000,0.0000
4.0400,10,0.0000,0.0000
4.0500,10,0.0000,-0.0000
4.0600,10,0.0000,-0.0000
4.0700,10,0.0000,-0.0000
4.0800,10,0.0000,0.0000
4.0900,10,0.0000,0.0000
4.1000,10,0.0000,-0.0000
4.1100,10,0.0000,-0.0000
4.1200,10,0.0000,-0.0000
4.1300,10,0.0000,0.0000
4.1400,10,0.0000,0.0000
4.1500,10,0.0000,0.0000
4.1600,10,0.0000,-0.0000
4.1700,10,0.0000,-0.0000
4.1800,10,0.0000,-0.0000
4.1900,10,0.0000,0.0000
4.2000,10,0.0000,0.0000
4.2100,10,0.0000,-0.0000
4.2200,10,0.0000,-0.0000
4.2300,10,0.0000,-0.0000
4.2400,10,0.0000,0.0000
4.2500,10,0.0000,0.0000
4.2600,10,0.0000,0.0000
4.2700,10,0.0000,-0.0000
4.2800,10,0.0000,-0.0000
4.2900,10,0.0000,-0.0000
4.3000,10,0.0000,0.0000
4.3100,10,0.0000,0.0000
4.3200,10,0.0000,-0.0000
4.3300,10,0.0000,-0.0000
4.3400,10,0.0000,-0.0000
4.3500,10,0.0000,0.0000
4.3600,10,0.0000,0.0000
4.3700,10,0.0000,0.0000
4.3800,10,0.0000,-0.0000
4.3900,10,0.0000,-0.0000
4.4000,10,0.0000,-0.0000
4.4100,10,0.0000,0.0000
4.4200,10,0.0000,0.0000
4.4300,10,0.0000,-0.0000
4.4400,10,0.0000,-0.0000
4.4500,10,0.0000,-0.0000
4.4600,10,0.0000,0.0000
4.4700,10,0.0000,0.0000
4.4800,10,0.0000,0.0000
4.4900,10,0.0000,-0.0000
4.5000,10,0.0000,-0.0000
4.5100,10,0.0000,-0.0000
4.5200,10,0.0000,0.0000
4.5300,10,0.0000,0.0000
4.5400,10,0.0000,-0.0000
4.5500,10,0.0000,-0.0000
4.5600,10,0.0000,-0.0000
4.5700,10,0.0000,0.0000
4.5800,10,0.0000,0.0000
4.5900,10,0.0000,0.0000
4.6000,10,0.0000,-0.0000
4.6100,10,0.0000,-0.0000
4.6200,10,0.0000,-0.0000
4.6300,10,0.0000,0.0000
4.6400,10,0.0000,0.0000
4.6500,10,0.0000,-0.0000
4.6600,10,0.0000,-0.0000
4.6700,10,0.0000,-0.0000
4.6800,10,0.0000,0.0000
4.6900,10,0.0000,0.0000
4.7000,10,0.0000,0.0000
4.7100,10,0.0000,-0.0000
4.7200,10,0.0000,-0.0000
4.7300,10,0.0000,-0.0000
4.7400,10,0.0000,0.0000
4.7500,10,0.0000,0.0000
4.7600,10,0.0000,-0.0000
4.7700,10,0.0000,-0.0000
4.7800,10,0.0000,-0.0000
4.7900,10,0.0000,0.0000
4.8000,10,0.0000,0.0000
4.8100,10,0.0000,0.0000
4.8200,10,0.0000,-0.0000
4.8300,10,0.0000,-0.0000
4.8400,10,0.0000,-0.0000
4.8500,10,0.0000,0.0000
4.8600,10,0.0000,0.0000
4.8700,10,0.0000,0.0000
4.8800,10,0.0000,-0.0000
4.8900,10,0.0000,-0.0000
4.9000,10,0.0000,0.0000
4.9100,10,0.0000,0.0000
4.9200,10,0.0000,0.0000
4.9300,10,0.0000,-0.0000
4.9400,10,0.0000,-0.0000
4.9500,10,0.0000,-0.0000
4.9600,10,0.0000,0.0000
4.9700,10,0.0000,0.0000
4.9800,10,0.0000,0.0000
4.9900,10,0.0000,-0.0000
5.0000,10,0.0000,-0.0000
5.0100,10,0.0000,0.0000
5.0200,10,0.0000,0.0000
5.0300,10,0.0000,0.0000
5.0400,10,0.0000,-0.0000
5.0500,10,0.0000,-0.0000
5.0600,10,0.0000,-0.0000
5.0700,10,0.0000,0.0000
5.0800,10,0.0000,0.0000
5.0900,10,0.0000,0.0000
5.1000,10,0.0000,-0.0000
5.1100,10,0.0000,-0.0000
5.1200,10,0.0000,0.0000
5.1300,10,0.0000,0.0000
5.1400,10,0.0000,0.0000
5.1500,10,0.0000,-0.0000
5.1600,10,0.0000,-0.0000
5.1700,10,0.0000,-0.0000
5.1800,10,0.0000,0.0000
5.1900,10,0.0000,0.0000
5.2000,10,0.0000,0.0000
5.2100,10,0.0000,-0.0000
5.2200,10,0.0000,-0.0000
5.2300,10,0.0000,0.0000
5.2400,10,0.0000,0.0000
5.2500,10,0.0000,0.0000
5.2600,10,0.0000,-0.0000
5.2700,10,0.0000,-0.0000
5.2800,10,0.0000,-0.0000
5.2900,10,0.0000,0.0000
5.3000,10,0.0000,0.0000
5.3100,10,0.0000,0.0000
5.3200,10,0.0000,-0.0000
5.3300,10,0.0000,-0.0000
5.3400,10,0.0000,0.0000
5.3500,10,0.0000,0.0000
5.3600,10,0.0000,0.0000
5.3700,10,0.0000,-0.0000
5.3800,10,0.0000,-0.0000
5.3900,10,0.0000,-0.0000
5.4000,10,0.0000,0.0000
5.4100,10,0.0000,0.0000
5.4200,10,0.0000,0.0000
5.4300,10,0.0000,-0.0000
5.4400,10,0.0000,-0.0000
5.4500,10,0.0000,0.0000
5.4600,10,0.0000,0.0000
5.4700,10,0.0000,0.0000
5.4800,10,0.0000,-0.0000
5.4900,10,0.0000,-0.0000
5.5000,10,0.0000,-0.0000
5.5100,10,0.0000,0.0000
5.5200,10,0.0000,0.0000
5.5300,10,0.0000,0.0000
5.5400,10,0.0000,-0.0000
5.5500,10,0.0000,-0.0000
5.5600,10,0.0000,0.0000
5.5700,10,0.0000,0.0000
5.5800,10,0.0000,0.0000
5.5900,10,0.0000,-0.0000
5.6000,10,0.0000,-0.0000
5.6100,10,0.0000,-0.0000
5.6200,10,0.0000,0.0000
5.6300,10,0.0000,0.0000
5.6400,10,0.0000,0.0000
5.6500,10,0.0000,-0.0000
5.6600,10,0.0000,-0.0000
5.6700,10,0.0000,0.0000
5.6800,10,0.0000,0.0000
5.6900,10,0.0000,0.0000
5.7000,10,0.0000,-0.0000
5.7100,10,0.0000,-0.0000
5.7200,10,0.0000,-0.0000
5.7300,10,0.0000,0.0000
5.7400,10,0.0000,0.0000
5.7500,10,0.0000,0.0000
5.7600,10,0.0000,-0.0000
5.7700,10,0.0000,-0.0000
5.7800,10,0.0000,0.0000
5.7900,10,0.0000,0.0000
5.8000,10,0.0000,0.0000
5.8100,10,0.0000,-0.0000
5.8200,10,0.0000,-0.0000
5.8300,10,0.0000,-0.0000
5.8400,10,0.0000,0.0000
5.8500,10,0.0000,0.0000
5.8600,10,0.0000,0.0000
5.8700,10,0.0000,-0.0000
5.8800,10,0.0000,-0.0000
5.8900,10,0.0000,0.0000
5.9000,10,0.0000,0.0000
5.9100,10,0.0000,0.0000
5.9200,10,0.0000,-0.0000
5.9300,10,0.0000,-0.0000
5.9400,10,0.0000,-0.0000
5.9500,10,0.0000,0.0001
5.9600,10,0.0000,0.0005
5.9700,10,0.0000,0.0003
5.9800,10,0.0000,-0.0018
5.9900,10,0.0000,-0.0049
6.0000,10,0.0000,0.0001
6.0100,20,0.0000,0.0249
6.0200,20,0.0000,0.0467
6.0300,20,0.0000,-0.0390
6.0400,20,0.0000,-0.3124
6.0500,20,0.0000,-0.3901
6.0600,20,0.0000,0.8592
6.0700,20,0.0000,3.6138
6.0800,20,12.8200,5.2257
6.0900,20,0.0000,3.6138
6.1000,20,0.0000,0.8592
6.1100,20,0.0000,-0.3901
6.1200,20,0.0000,-0.3124
6.1300,20,0.0000,-0.0390
6.1400,20,0.0000,0.0467
6.1500,20,0.0000,0.0249
6.1600,20,0.0000,0.0001
6.1700,20,0.0000,-0.0049
6.1800,20,0.0000,-0.0018
6.1900,20,0.0000,0.0003
6.2000,20,0.0000,0.0005
6.2100,20,0.0000,0.0001
6.2200,20,0.0000,-0.0000
6.2300,20,0.0000,-0.0000
6.2400,20,0.0000,-0.0000
6.2500,20,0.0000,0.0000
6.2600,20,0.0000,0.0000
6.2700,20,0.0000,0.0000
6.2800,20,0.0000,-0.0000
6.2900,20,0.0000,-0.0000
6.3000,20,0.0000,0.0000
6.3100,20,0.0000,0.0000
6.3200,20,0.0000,0.0000
6.3300,20,0.0000,-0.0000
6.3400,20,0.0000,-0.0000
6.3500,20,0.0000,-0.0000
6.3600,20,0.0000,0.0000
6.3700,20,0.0000,0.0000
6.3800,20,0.0000,0.0000
6.3900,20,0.0000,-0.0000
6.4000,20,0.0000,-0.0000
6.4100,20,0.0000,0.0000
6.4200,20,0.0000,0.0000
6.4300,20,0.0000,0.0000
6.4400,20,0.0000,-0.0000
6.4500,20,0.0000,-0.0000
6.4600,20,0.0000,-0.0000
6.4700,20,0.0000,0.0000
6.4800,20,0.0000,0.0000
6.4900,20,0.0000,0.0000
6.5000,20,0.0000,-0.0000
6.5100,20,0.0000,-0.0000
6.5200,20,0.0000,0.0000
6.5300,20,0.0000,0.0000
6.5400,20,0.0000,0.0000
6.5500,20,0.0000,-0.0000
6.5600,20,0.0000,0.0000
6.5700,20,0.0000,0.0000
6.5800,20,0.0000,0.0000
6.5900,20,0.0000,-0.0000
6.6000,20,0.0000,-0.0000
6.6100,20,0.0000,-0.0000
6.6200,20,0.0000,0.0000
6.6300,20,0.0000,0.0000
6.6400,20,0.0000,-0.0000
6.6500,20,0.0000,-0.0000
6.6600,20,0.0000,-0.0000
6.6700,20,0.0000,0.0000
6.6800,20,0.0000,0.0000
6.6900,20,0.0000,0.0000
6.7000,20,0.0000,-0.0000
6.7100,20,0.0000,-0.0000
6.7200,20,0.0000,-0.0000
6.7300,20,0.0000,0.0000
6.7400,20,0.0000,0.0000
6.7500,20,0.0000,-0.0000
6.7600,20,0.0000,-0.0000
6.7700,20,0.0000,-0.0000
6.7800,20,0.0000,0.0000
6.7900,20,0.0000,0.0000
6.8000,20,0.0000,0.0000
6.8100,20,0.0000,-0.0000
6.8200,20,0.0000,-0.0000
6.8300,20,0.0000,-0.0000
6.8400,20,0.0000,0.0000
6.8500,20,0.0000,0.0000
6.8600,20,0.0000,-0.0000
6.8700,20,0.0000,-0.0000
6.8800,20,0.0000,-0.0000
6.8900,20,0.0000,0.0001
6.9000,20,0.0000,0.0004
6.9100,20,0.0000,0.0003
6.9200,20,0.0000,-0.0013
6.9300,20,0.0000,-0.0042
6.9400,20,0.0000,-0.0013
6.9500,20,0.0000,0.0192
6.9600,20,0.0000,0.0430
6.9700,20,0.0000,-0.0170
6.9800,20,0.0000,-0.2514
6.9900,20,0.0000,-0.3879
7.0000,20,0.0000,0.5521
7.0100,20,0.0000,3.0225
7.0200,20,12.8200,5.6782
7.0300,20,0.0000,7.4872
7.0400,20,12.8200,8.6514
7.0500,20,12.8200,9.5345
7.0600,20,0.0000,11.5563
7.0700,20,25.6400,14.4320
7.0800,20,12.8200,15.2067
7.0900,20,12.8200,14.5555
7.1000,20,12.8200,15.6984
7.1100,20,25.6400,18.2643
7.1200,20,12.8200,20.5398
7.1300,20,25.6400,21.8912
7.1400,20,25.6400,21.5227
7.1500,20,12.8200,20.7390
7.1600,20,25.6400,21.9558
7.1700,20,25.6400,24.4274
7.1800,20,25.6400,26.8910
7.1900,20,25.6400,29.5323
7.2000,20,38.4600,30.6587
7.2100,20,25.6400,28.8225
7.2200,20,25.6400,27.0043
7.2300,20,25.6400,28.2317
7.2400,20,38.4600,31.0534
7.2500,20,25.6400,33.3772
7.2600,20,38.4600,34.6598
7.2700,20,38.4600,34.3393
7.2800,20,25.6400,33.9300
7.2900,20,38.4600,35.5001
7.3000,20,38.4600,36.6994
7.3100,20,38.4600,34.9695
7.3200,20,25.6400,33.4100
7.3300,20,38.4600,35.8188
7.3400,20,38.4600,39.9212
7.3500,20,51.2800,41.3180
7.3600,20,25.6400,40.8193
7.3700,20,51.2800,40.9559
7.3800,20,38.4600,40.5125
7.3900,20,38.4600,38.9634
7.4000,20,38.4600,38.9352
7.4100,20,38.4600,41.4413
7.4200,20,51.2800,44.2140
7.4300,20,38.4600,45.3009
7.4400,20,51.2800,45.1819
7.4500,20,38.4600,44.9370
7.4600,20,51.2800,44.7782
7.4700,20,38.4600,44.5338
7.4800,20,51.2800,44.5013
7.4900,20,38.4600,45.7812
7.5000,20,51.2800,48.4715
7.5100,20,51.2800,49.8282
7.5200,20,51.2800,48.0496
7.5300,20,38.4600,46.2745
7.5400,20,51.2800,47.7240
7.5500,20,51.2800,50.6879
7.5600,20,51.2800,52.0399
7.5700,20,51.2800,50.7345
7.5800,20,51.2800,47.7097
7.5900,20,38.4600,46.0091
7.6000,20,51.2800,47.6414
7.6100,20,51.2800,50.4206
7.6200,20,51.2800,51.6731
7.6300,20,51.2800,51.5894
7.6400,20,51.2800,51.3188
7.6500,20,51.2800,51.2577
7.6600,20,51.2800,51.3017
7.6700,20,51.2800,51.2411
7.6800,20,51.2800,50.9729
7.6900,20,51.2800,50.8920
7.7000,20,51.2800,52.1371
7.7100,20,51.2800,54.8884
7.7200,20,64.1000,56.5056
7.7300,20,51.2800,54.9187
7.7400,20,51.2800,52.1861
7.7500,20,51.2800,50.8513
7.7600,20,51.2800,50.6555
7.7700,20,51.2800,50.8490
7.7800,20,51.2800,52.1810
7.7900,20,51.2800,54.9189
7.8000,20,64.1000,56.5311
7.8100,20,51.2800,54.9359
7.8200,20,51.2800,52.0965
7.8300,20,51.2800,50.5728
7.8400,20,51.2800,50.5781
7.8500,20,51.2800,52.1256
7.8600,20,51.2800,54.9875
7.8700,20,64.1000,56.4897
7.8800,20,51.2800,54.5765
7.8900,20,51.2800,51.7443
7.9000,20,51.2800,51.7726
7.9100,20,51.2800,54.6287
7.9200,20,64.1000,56.4262
7.9300,20,51.2800,54.6233
7.9400,20,51.2800,51.7739
7.9500,20,51.2800,51.7741
7.9600,20,51.2800,54.6237
7.9700,20,64.1000,56.4261
7.9800,20,51.2800,54.6266
7.9900,20,51.2800,51.7695
8.0000,20,51.2800,51.7492
